CodigoOrganismo;NombreOrganismo;CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
7327;Hospital Purranque;1057534-186-SE24;1;42294500;Equipamiento y suministros médicos / Productos quirúrgicos / Instrumentos de especialidad oftálmica y productos relacionados;42294512;Protectores oculares o sus accesorios;SOLUCIÓN ANTIEMPAÑANTE ESTERIL 1,5 CC. ADJUNTAR FICHA TÉCNICA;ANTIFOG DOLPHIN DMU250000;40.0;;3500.0;0.0;140000.0
7327;Hospital Purranque;1057534-195-SE24;1;41116000;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Reactivos de analizadores clínicos y diagnósticos;41116004;Reactivos de analizadores químicos;Tubos de Polipropileno para extracción de sangre al vacío con gel separador de 13X75mm X 3.5 ml.Vigencia mínima 1 año. ADJUNTAR FICHA TÉCNICA;755143 VACUTAINER SST II TUBO RECOL. DE SANGRE HEMOGARD AMARILLO GEL SEPARADORACTIV. DE COAGULACION 13 X 75MM,3.5 ML100REF: 367957 - CAJA POR 100 TUBOS - : SIN INFORMACION - BD COLECTOR SANGRE - VIGENCIA 12 MESES, CAJA X 100. SE ADJUNTA FICHA TECNICA.   D;5000.0;;137.8;0.0;689000.0
7327;Hospital Purranque;1057534-86-CM24;1;0;;0;TOALLA DE PAPEL TORK INTERFOLIADA DOBLE HOJA 200 UN 1 PAQUETE REGIÓN X;(1925057) TOALLA DE PAPEL TORK INTERFOLIADA DOBLE HOJA 200 UN 1 PAQUETE REGIÓN X;(1925057) TOALLA DE PAPEL TORK INTERFOLIADA DOBLE HOJA 200 UN 1 PAQUETE REGIÓN X , Región de los Lagos , Purranque, 21 DE MAYO 468;2880.0;;1177.0;0.0;3389760.0
7327;Hospital Purranque;1057534-179-AG24;1;41116000;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Reactivos de analizadores clínicos y diagnósticos;41116002;Reactivos de analizadores de banco de sangre;Test Influenza A y B, método inmunocromatográfico en cassette., Presentación 25 test x kit. ADJUNTAR FICHA TÉCNICA E INCLUIR DESPACHO;;10.0;;51000.0;0.0;0.0
7327;Hospital Purranque;1057534-182-SE24;1;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271708;Mascarillas de oxígeno médicas o piezas;MASCARA LARINGEA SUPREME N°4. ADJUNTAR FICHA TÉCNICA;SKU108075040 - MASCARA LARINGEA LMA SUPREME Nº4- DESECHABLE, MARCA LMA. PRECIO COTIZADO POR UNIDAD, FACTOR DE VENTA, EMPAQUE UNITARIO.  ENTREGA EN 03 DÍAS HÁBILES.   VENCIMIENTO 3 AÑOS DESDE SU FABRICACIÓN.;20.0;;12000.0;0.0;240000.0
7327;Hospital Purranque;1057534-182-SE24;2;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271708;Mascarillas de oxígeno médicas o piezas;MASCARA LARINGEA SUPREME N°3. ADJUNTAR FICHA TÉCNICA;SKU108075030 - MASCARA LARINGEA LMA SUPREME Nº3- DESECHABLE, MARCA LMA. PRECIO COTIZADO POR UNIDAD. FACTOR DE VENTA, EMPAQUE UNITARIO.  ENTREGA EN 03 DÍAS HÁBILES.   VENCIMIENTO 3 AÑOS DESDE SU FABRICACIÓN.;40.0;;12000.0;0.0;480000.0
7327;Hospital Purranque;1057534-182-SE24;3;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271708;Mascarillas de oxígeno médicas o piezas;MASCARA LARINGEA SUPREME N°2. ADJUNTAR FICHA TÉCNICA;SKU108075020 - MASCARA LARINGEA LMA SUPREME Nº2-DESECHABLE, MARCA LMA. PRECIO COTIZADO POR UNIDAD, FACTOR DE VENTA, EMPAQUE UNITARIO.  ENTREGA EN 03 DÍAS HÁBILES.  VENCIMIENTO 3 AÑOS DESDE SU FABRICACIÓN.;30.0;;12000.0;0.0;360000.0
7327;Hospital Purranque;1057534-184-SE24;1;42312200;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Sutura y productos relacionados;42312201;Sutura;SEDA NEGRA 2/0 C/AGUJA 25MM. ADJUNTAR FICHA TÉCNICA;Sutura quirúrgica estéril no absorbible de seda negra trenzada SutuSILK calibre 2-0 , Con aguja ½  punta redonda de 25mm y longitud de hilo de 75cm. Color Negro. Almacenamiento menor a 27°C. Marca americana SUTUMED. Libre de látex;108.0;;679.0;0.0;73332.0
7327;Hospital Purranque;1057534-184-SE24;2;42312200;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Sutura y productos relacionados;42312201;Sutura;SEDA NEGRA 3/0 C/AGUJA 25MM. ADJUNTAR FICHA TÉCNICA;Sutura quirúrgica estéril no absorbible de seda negra trenzada SutuSILK calibre 3-0, Con aguja ½  punta redonda de 25mm y longitud de hilo de 75cm. Color Negro. Almacenamiento menor a 27°C. Marca americana SUTUMED. Libre de látex;108.0;;679.0;0.0;73332.0
7327;Hospital Purranque;1057534-185-SE24;1;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271718;Accesorios para productos de administración de oxigenoterapia o sus suministros;FILTRO HUMIFICADOR HME 1000 ESTERIL ADULTO. ADJUNTAR FICHA TÉCNICA;FILTRO HMEF ADULTO. . EMPAQUE ESTERIL INDIVIDUAL. CAJAS POR 100 UNIDADES. SE COTIZA POR UNIDAD. VALOR UNITARIO NETO 950 PESOS. MINIMO PARA DESPACHO Y O FACTURACIÓN 100.000 NETO. DOCUMENTOS SOCIALES Y LEGALES DISPONIBLES EN CHILEPROVEEDORES. SE ADJUNTA FIC;200.0;;950.0;0.0;190000.0
