CodigoOrganismo;NombreOrganismo;CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-635-CC24;1;42172000;Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Kits para urgencias en terreno;42172007;Equipos de resucitación o oxígeno de servicios méd;ARRIENDO DE CILINDROS OXIGENO  OCTUBRE 2024;ARRIENDO DE CILINDROS OXIGENO  OCTUBRE 2024;1328.0;;239.0;0.0;317392.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-616-CC24;1;73152100;Servicios de producción y fabricación industrial / Servicios de apoyo o soporte a la fabricación / Servicios de mantenimiento y reparación de equipo de fabricación;73152101;Servicio de mantenimiento de equipo de fabricación;MANTENIMIENTO PREVENTIVO ECOGRAFO SIEMENS ACUSON NX2   DICIEMBRE 2024  22.06.006.003;MANTENIMIENTO PREVENTIVO ECOGRAFO SIEMENS ACUSON NX2   DICIEMBRE 2024  22.06.006.003;1.0;;580000.0;0.0;580000.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-543-AG24;1;41104100;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Contenedores para especímenes de laboratorio;41104107;Tubos o contenedores de almacenamiento de sangre en vacío;TUBOS COLOR TAPA ROJA DE 2 A 4 ML SIMILAR A VACUTAINER, FECHA DE VENCIMIENTO SUPERIOR A 12 MESES (Adjuntar Cotización formal);COD. P3400-R140008BDB TUBO T/ROJA 4ML. (ACT. COA.) R100U. (TP4021) - DLAB  VENCIMIENTO SUPERIOR A 12 MESES;1000.0;;84.0;0.0;0.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-543-AG24;2;41104100;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Contenedores para especímenes de laboratorio;41104107;Tubos o contenedores de almacenamiento de sangre en vacío;TUBO COLOR TAPA AMARILLA DE 2 A 4 ML, CON GEL SEPARADOR, FECHA DE VENCIMIENTO SUPERIOR A 12 MESES, VACUTAINER (Adjuntar Cotización formal);COD. P3400-A130011DB TUBO T/AMARILLA 4ML. (GEL SEP. Y ACT. DE COA.) R100U. (TP3532) - DLAB  VENCIMIENTO SUPERIOR A 12 MESES;2000.0;;114.0;0.0;0.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-543-AG24;3;42141500;Equipamiento y suministros médicos / Suministros y productos clínicos / Torundas de algodón y aplicadoras de algodón;42141501;Algodoneras o fibra;TÓRULAS CON MEDIO DE TRANSPORTE CARY BLAIR, FECHA DE VENCIMIENTO SUPERIOR A 12 MESES (Adjuntar Cotización formal);P3320-S0000BDP TORULA MEDIO TRANSPORTE STUART B100U. (AZUL) - DP   VENCIMIENTO SUPERIOR A 12 MESES;25.0;;1212.0;0.0;0.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-543-AG24;4;42141500;Equipamiento y suministros médicos / Suministros y productos clínicos / Torundas de algodón y aplicadoras de algodón;42141501;Algodoneras o fibra;TÓRULAS CON MEDIO DE TRANSPORTE STUART, FECHA DE VENCIMIENTO SUPERIOR A 12 MESES (Adjuntar Cotización formal);P3330-TCB00BDP TORULA MEDIO DE TRANSPORTE CARY-BLAIR B100U. (ROJA) - DP  VENCIMIENTO SUPERIOR A 12 MESES;15.0;;1527.0;0.0;0.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-543-AG24;5;41104900;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo y suministros de filtrado para laboratorio;41104929;Papeles filtrantes para laboratorio;PAPEL PARAFILM (Adjuntar Cotización formal);COD. P3630-PPF23200SV ROLLO PAPEL PARAFILM 10CM. X 38M. (R0950) - SV;2.0;;31300.0;0.0;0.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-543-AG24;6;41104900;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo y suministros de filtrado para laboratorio;41104929;Papeles filtrantes para laboratorio;HOLDER ESTÁNDAR COMPATIBLE CON AGUJA MULTIPLE (Adjuntar Cotización formal);COD. P3510-H000ACBD HOLDER ADULTO P10U. (364815) - BD;4.0;;350.0;0.0;0.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-594-AG24;1;41104100;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Contenedores para especímenes de laboratorio;41104107;Tubos o contenedores de almacenamiento de sangre en vacío;TUBO TAPA COLOR MORADO DE 3ML CON ANTICOAGULANTE EDTA, similar marca VACUTAINER, fecha de vencimiento superior a 12 meses (Adjuntar cotización formal);CÓDIGO BD360056  TUBO EXTRACCION SANGRE DESECHABLE BECTON DICKINSON  VACUTAINER LILA C/K2 EDTA 3ML 13X75MM - ESTÉRIL GAMMA -  PROCEDENCIA: BRASIL- VIGENCIA: 1 AÑO -, CAJA X 100;2000.0;;101.0;0.0;0.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-623-AG24;1;55121600;Productos impresos y publicaciones / Etiquetado y accesorios / Etiquetas;55121612;Etiquetas de impresora;ROLLO DE PAPEL PARA IMPRESORA TERMICA TIPO EPSON TM-T88V (Adjuntar cotización formal);COD 82975    |ROLLO TERMICO  80MM X 80MT X 13MM 10UD 48GR;50.0;;996.0;0.0;0.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-634-SE24;1;78180100;Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos;78180101;Reparación y pintura carrocerías;Mantención Correctiva a Mitsubishi Fuso Rosa, PPU: RK.LX-50.  OT. N.º 204658195 de Servicio Técnico Kaufmann // 22 06 002 004 // 1057532-1981-SE23;Mantención Correctiva a Mitsubishi Fuso Rosa, PPU: RK.LX-50.  OT. N.º 204658195 de Servicio Técnico Kaufmann // 22 06 002 004 // 1057532-1981-SE23;1.0;;314834.0;0.0;314834.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-565-CC24;1;73152100;Servicios de producción y fabricación industrial / Servicios de apoyo o soporte a la fabricación / Servicios de mantenimiento y reparación de equipo de fabricación;73152101;Servicio de mantenimiento de equipo de fabricación;Mantención Preventiva Autoclave Tuttnauer 3850-EAP, NOVIEMBRE 2024.  22.06.006.003;Mantención Preventiva Autoclave Tuttnauer 3850-EAP, NOVIEMBRE 2024.  22.06.006.003;1.0;;1008300.0;0.0;1008300.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-601-CC24;1;70141600;Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Producción, administración y protección de cultivos / Protección de cultivos;70141605;Servicios integrados de gestión de plagas;SERVICIO SANITIZACIÓN AGOSTO 2024;SERVICIO SANITIZACIÓN AGOSTO 2024;1.0;;10000.0;0.0;10000.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-601-CC24;2;70141600;Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Producción, administración y protección de cultivos / Protección de cultivos;70141605;Servicios integrados de gestión de plagas;SERVICIO DESRATIZACIÓN AGOSTO 2024;SERVICIO DESRATIZACIÓN AGOSTO 2024;1.0;;15000.0;0.0;15000.0
1238659;Hospital Futa Srüka Lawenche Kunko Mapu Mo;1057535-601-CC24;3;70141600;Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Producción, administración y protección de cultivos / Protección de cultivos;70141605;Servicios integrados de gestión de plagas;SERVICIO DESINSECTACIÓN AGOSTO 2024;SERVICIO DESINSECTACIÓN AGOSTO 2024;1.0;;13000.0;0.0;13000.0
