CodigoOrganismo;NombreOrganismo;CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
7296;Servicio de Salud Osorno;1057532-520-SE24;1;43211500;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores;43211507;Computadores de escritorio;Arriendo de Notebook;ARRIENDO DE 22 EQUIPOS COMPUTACIONALES PC Y 03 LAPTOP PARA ESTABLECIMIENTOS DEPENDIENTES DE LA DIRECCIÓN DE SERVICIO SALUD OSORNO, POR 48 MESES;3.0;;29019.33;0.0;87057.99
7296;Servicio de Salud Osorno;1057532-520-SE24;2;43211500;Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores;43211507;Computadores de escritorio;Arriendo de Computadores;ARRIENDO DE 22 EQUIPOS COMPUTACIONALES PC Y 03 LAPTOP PARA ESTABLECIMIENTOS DEPENDIENTES DE LA DIRECCIÓN DE SERVICIO SALUD OSORNO, POR 48 MESES;22.0;;30085.71;0.0;661885.62
7296;Servicio de Salud Osorno;1057532-294-SE24;1;72102300;Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Gasfitería, calefacción y aire acondicionado;72102301;Supervisión de instalación, ajuste o mantenimiento;Convenio Servicios de Mantención de Calderas y Red de  Calefacción/Vapor de Establecimientos Dependientes del Servicio de Salud Osorno Periodo 2024- 2025.    Base SAMU Osorno;Mantención Sector Calderas;1.0;;1024000.0;0.0;1024000.0
7296;Servicio de Salud Osorno;1057532-294-SE24;2;72102300;Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Gasfitería, calefacción y aire acondicionado;72102302;Instalación, reparación o mantenimiento de sistema;Convenio Servicios de Mantención de Calderas y Red de Calefacción/Vapor de Establecimientos Dependientes del Servicio de Salud Osorno Periodo 2024- 2025.    Base SAMU Osorno;Mantención Red de Calefacción;1.0;;1013000.0;0.0;1013000.0
7296;Servicio de Salud Osorno;1057532-497-AG24;1;11151500;Productos derivados de minerales, plantas y animales / Fibra, hilos e hilados / Fibras;11151508;Fibras de lana;10 set 5 lanas de colores surtidos 50 gramos NP lana de origen chileno contiene 5 ovillo de diferentes colores , colores a surtir en cada set ( rojo , azul , verde , amarillo , azul blanco o negro , cada ovillo tiene entre 8 a 10 gramos;;10.0;;1000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-497-AG24;2;60101100;Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Materiales, artículos y suministros didácticos profesionales y para el desarrollo personal / Materiales electrónicos de aprendizaje;60101103;Globos terráqueos electrónicos;1 bolsa de 100 globos de latex tonos pasteles 25 cm;;1.0;;1000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-497-AG24;3;11161700;Productos derivados de minerales, plantas y animales / Tejidos y materiales de cuero / Tejidos de algodón;11161703;Telas de Oxford de algodón;tela crea cruda 100 % algodón 1.60 metros de ancho;;4.0;;1000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-497-AG24;4;10151600;Artículos para plantas y animales / Semillas, bulbos y almácigos / Semillas de cereales;10151601;Semillas de trigo;6 kilo de trigo grano entero;;6.0;;1000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-497-AG24;5;50171500;Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos;50171548;Hierbas frescas;10 paquete de hierbas medicinales seca para infusión ( surtida);;10.0;;1000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-497-AG24;6;11151700;Productos derivados de minerales, plantas y animales / Fibra, hilos e hilados / Hilos;11151704;Hilo acrílico;2 unidades set 10 hilos poliéster 2000 yardas colores surtido.;;2.0;;1000.0;0.0;0.0
