CodigoOrganismo;NombreOrganismo;CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
7296;Servicio de Salud Osorno;1057532-1866-SE24;1;78180100;Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos;78180103;Servicios de cambio de fluidos de aceite o de la t;Mantención Preventiva de “Engrase de los elementos mecánicos” en Camión Mamógrafo Mercedes Benz Atego, PPU: LV.KR-60 de dotación de la Dirección del Servicio de Salud Osorno / OT 204617828;"""CONVENIO DE SERVICIOS DE MANTENCIÓN PREVENVITA, CORRECTIVA Y/O REPARATIVA VEHÍCULOS MERCEDES BENZ DEL SERVICIO DE SALUD OSORNO Y HOSPITALES PERIFERICOS""";1.0;;45000.0;0.0;45000.0
7296;Servicio de Salud Osorno;1077241-148-AG24;1;82101500;Servicios editoriales, de diseño, publicidad, gráficos y artistas / Publicidad / Publicidad impresa;82101501;Letreros publicitarios;Pendón Araña / Según Especificaciones Adjuntas;ENTREGA EN 3 DÍAS / DESPACHO INCLUIDO / FICHA TÉCNICA DEL PRODUCTO Y DATOS BANCARIOS EN COTIZACIÓN / CONTACTO:    9-37532565 - VENTAS03@PUBLICIDADEXTERIOR.CL;1.0;;189000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-1857-SE24;1;78180100;Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos;78180103;Servicios de cambio de fluidos de aceite o de la t;"""CONVENIO DE SERVICIOS DE MANTENCIÓN PREVENTIVA, CORRECTIVA Y/O REPARATIVA VEHÍCULOS MERCEDES BENZ DEL SERVICIO DE SALUD OSORNO Y HOSPITALES PERIFERICOS""  AMBULANCIA JB.CY-47 / OT 204604480";"""CONVENIO DE SERVICIOS DE MANTENCIÓN PREVENTIVA, CORRECTIVA Y/O REPARATIVA VEHÍCULOS MERCEDES BENZ DEL SERVICIO DE SALUD OSORNO Y HOSPITALES PERIFERICOS""  AMBULANCIA JB.CY-47 / OT 204604480";1.0;;655574.0;0.0;655574.0
7296;Servicio de Salud Osorno;1057532-1800-SE24;1;85122200;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales;85122201;Exámenes médicos;CONVENIO DE SUMINISTRO DE KIT POINT OF CARE (POC) Y KIT DE ANALISIS DE GASES SANGUINEOS, CON ARRIENDO DE EQUIPO, SERVICIO DE SALUD OSORNO”;ARRIENDO DE EQUIPO / Proporcional 18 días mes de agosto 2024, según OT Visita a Terreno;1.0;;410488.0;0.0;410488.0
7296;Servicio de Salud Osorno;1057532-1845-AG24;1;42192200;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;42192210;Sillas de ruedas;SILLAS DE RUEDAS, según especificaciones técnicas adjuntas. Para proveer a la Red Asistencial que reside en el sector rural de la provincia de Osorno. Se solicita garantía técnica igual o superior a 12 meses y adjunta ficha técnica de lo ofertado, certificación ISO 13485. Las ofertas que no presenten el formulario N°1 solicitado no serán evaluadas.;PROPUESTA GLOBALHEALTHCARE, SE ADJUNTA COTIZACION Y FICHAS TECNICAS. DESPACHOS A PARTIR DE $ 100.000.- SIN COSTO .- DESPACHO EN 3 DIAS HABILES, VALIDEZ DE OFERTA 30 DIAS, CONTACTO: MATIAS JARAMILLO, M.JARAMILLO@GLOBALHEALTHCARE.CL / 9 91903888;12.0;;136550.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-1079-CM24;1;0;;0;PAPEL HIGIENICO TORK ALTO METRAJE SMARTONE DOBLE HOJA 207 METROS 6 ROLLOS 1 PAQUETE REGIÓN X;(1946811) PAPEL HIGIENICO TORK ALTO METRAJE SMARTONE DOBLE HOJA 207 METROS 6 ROLLOS 1 PAQUETE REGIÓN X;(1946811) PAPEL HIGIENICO TORK ALTO METRAJE SMARTONE DOBLE HOJA 207 METROS 6 ROLLOS 1 PAQUETE REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;360.0;;28367.0;0.0;10212120.0
7296;Servicio de Salud Osorno;1057532-1079-CM24;2;0;;0;TOALLA DE PAPEL TORK ADVANCE HOJA SIMPLE 250 M 6 ROLLOS REGIÓN X;(1941111) TOALLA DE PAPEL TORK ADVANCE HOJA SIMPLE 250 M 6 ROLLOS REGIÓN X;(1941111) TOALLA DE PAPEL TORK ADVANCE HOJA SIMPLE 250 M 6 ROLLOS REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;456.0;;42660.0;0.0;19452960.0
7296;Servicio de Salud Osorno;1057532-1079-CM24;3;0;;0;JABÓN TORK NEUTRO-GLICERINA LÍQUIDO DOYPACK 1000 ML UNIDAD REGIÓN X;(1932999) JABÓN TORK NEUTRO-GLICERINA LÍQUIDO DOYPACK 1000 ML UNIDAD REGIÓN X;(1932999) JABÓN TORK NEUTRO-GLICERINA LÍQUIDO DOYPACK 1000 ML UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;576.0;;5735.0;0.0;3303360.0
7296;Servicio de Salud Osorno;1057532-1079-CM24;4;0;;0;GEL SANITIZANTE PARA MANOS TORK 70% DOYPACK 1000 ML UNIDAD REGIÓN X;(1946845) GEL SANITIZANTE PARA MANOS TORK 70% DOYPACK 1000 ML UNIDAD REGIÓN X;(1946845) GEL SANITIZANTE PARA MANOS TORK 70% DOYPACK 1000 ML UNIDAD REGIÓN X , Región de los Lagos , Osorno, M.RODRIGUEZ N°759;576.0;;10047.0;0.0;5787072.0
7296;Servicio de Salud Osorno;1057532-1923-SE24;1;15101500;Combustibles, lubricantes y anticorrosivos / Combustibles líquidos / Petróleo y derivados;15101505;Diesel;Convenio Suministro Petróleo Diésel para Calderas de Dispositivos Dependientes del S.S.O.// CASA PRAIS.;COTIZACIÓN SEGÚN ADJUNTOS;500.0;;991.0;0.0;495500.0
7296;Servicio de Salud Osorno;1057532-1917-SE24;1;15101500;Combustibles, lubricantes y anticorrosivos / Combustibles líquidos / Petróleo y derivados;15101505;Diesel;Convenio Suministro Petróleo Diésel para Calderas de Dispositivos Dependientes del S.S.O.// BASE SAMU.;COTIZACIÓN SEGÚN ADJUNTOS;500.0;;991.0;0.0;495500.0
