CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057532-133-COT25;Zapato de Seguridad para Funcionario SAMU;Se requiere la compra de 1 Par de Zapatos de Seguridad, de acuerdo a características técnicas adjuntas.  Se debe adjuntar OBLIGASTORIAMENTE los formularios con la información requerida y fotografía del producto cotizado, de lo contrario la oferta será declarada inadmisible. S;6;desierta;Desierta;2;Segundo llamado;2025-05-20 13:00;2025-05-24 16:21;2025-05-16 09:39;2025-05-24 16:21;2025-06-05 14:39;;Manuel Rodriguez 759, Bodega General;5;Estimado;CLP;180000;180000;180000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;2;0;;Las ofertas no dieron cumplimiento a los requisitos técnicos y administrativos;;;;1;1;2
1057532-399-COT25;F1-280-NAM / INSUMOS PARA CAFETERIA;SE REQUIERE LA COMPRA DE INSUMOS PARA CAFETERIA, SEGUN EE.TT.  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-03 16:40;2025-06-04 17:05;2025-06-02 16:14;2025-06-03 16:40;2025-06-05 12:54;;Av. Manuel ROdriguez #759;3;Estimado;CLP;167149;167149;167149;;;52839809;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;4;0;;;;;;2;10;4
1057532-397-COT25;F2-185-NAM / 60 ROLLO ETIQUETA Y 50 ROLLO TRANSFERENCIA TERMICA;SE REQUIERE LA COMPRA DE 60 ROLLO ETIQUETA Y 50 ROLLO TRANSFERENCIA TERMICA, SEGUN EE.TT.  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-03 16:00;2025-06-04 17:49;2025-06-02 14:10;2025-06-03 16:00;2025-06-05 11:34;;Av. Manuel Rodriguez #759;4;Disponible;CLP;800000;800000;800000;;;52838533;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;7;0;;;;;;2;2;7
1057532-383-COT25;F1-181-RUA//Arriendo de Pantalla Led y Calefactores de Patio a Gas;Se requiere el arriendo de Pantalla Led y Calefactores de Patio para el día 25 de junio 2025 para cuenta publica, según requisitos técnicos adjunto. La presentación del Formulario N°2 es OBLIGATORIA, la no presentación y/o presentación con información incompleta, hará que la oferta sea declarada INADMISIBLE;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-05-30 16:00;2025-05-31 22:08;2025-05-29 09:51;2025-05-30 16:00;2025-06-05 11:31;;Manuel Antonio Matta N°556, osorno;3;Estimado;CLP;840000;840000;840000;;;52838478;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;3;0;;;;;;1;2;3
1057532-391-COT25;F1-217-DCR/ Compra de Brownie bañado en chocolate para Cuenta Pública SSO;Se requiere la adquisición de Brownies de chocolate bañados en chocolate individuales (35 grs) para Cuenta Pública SSO. 1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Debe indicar en días hábiles el plazo de envío, dado que se tomará como parte de evaluación de adjudicación.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-04 10:00;2025-06-06 09:12;2025-06-02 10:47;2025-06-04 10:00;2025-06-05 11:23;;Av. Manuel Rodriguez 759;3;Estimado;CLP;120000;120000;120000;;;52838330;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;3;0;;;;;;1;1;3
1057532-398-COT25;F1-220-NAM / Accu-Chek Instant 50 Tiras;SE REQUIERE LA COMPRA DE 5 Accu-Chek Instant 50 Tiras, SEGUN EE.TT.  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-03 16:00;2025-06-04 17:36;2025-06-02 14:23;2025-06-03 16:00;2025-06-05 11:20;;Av. Manuel Rodriguez #759;3;Disponible;CLP;200000;200000;200000;;;52838277;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;5;0;;;;;;2;1;5
1057532-402-COT25;F2-151-NAM / 2 CAJAS PLASTICAS;SE REQUIERE LA COMPRA 2 CAJAS PLASTICAS, SEGUN EETT.  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-04 11:30;2025-06-05 12:47;2025-06-03 10:12;2025-06-04 11:30;2025-06-05 10:18;;Av. Manuel Rodriguez #759;3;Estimado;CLP;30000;30000;30000;;;52837026;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;5;0;;;;;;2;1;5
1057532-403-COT25;Servicio de Informes Radiológicos Simples, Urgentes y Mamografías;INFORME RADIOLOGICOS DE ACUERDO A LOS TERMINOS DE REFERENCIA ADJUNTO. Se debe presentar de forma OBLIGATORIA: Declaración Jurada de Requisitos para Ofertar, Declaración Jurada Simple sobre Inhabilidades, Declaración Jurada Simple de Aceptación de Términos de Referencia y Anexo N°1;6;desierta;Desierta;1;Primer llamado;2025-06-04 16:00;2025-06-05 19:36;2025-06-03 12:23;2025-06-04 16:00;2025-06-05 09:14;;Avda. Mackenna 825,;1;Estimado;CLP;6864000;6864000;6864000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;2;0;;Los proveedores no dieron cumplimiento con respecto a la presentación de documentos con carácter de obligatorio;;;;1;3;2
1180747-39-COT25;F5-002-BMC-ADQUISICION EQUIPOS & EQUIPAMIENTO PARA HABILITACION PSR COSTA RIO BLANCO- RIO NEGRO;Adquisición de equipos y equipamiento para habilitación de Posta de Salud Rural Costa Rio blanco, Rio negro.;6;desierta;Desierta;2;Segundo llamado;2025-05-23 09:00;2025-05-29 08:00;2025-05-20 11:40;2025-05-29 08:00;2025-06-05 08:53;;Manuel Rodriguez # 759;5;Disponible;CLP;590000;590000;590000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Compras Convenio GORE Region de Los Lagos;10;Región de los Lagos ;1;1;0;;oferta supera el monto del valor disponible;;;;5;3;1
1057922-56-COT25;F5-004-IVO/Adq. de Equipamiento Habilitación de Pabellón Gineco-obstétrico Mitigación del HBSJO/Silla Taburete;Adquisición de equipos y equipamiento para habilitación de Pabellón Gineco-obstétrico correspondiente a Mitigación del Hospital Base San José de Osorno;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-05 12:30;2025-06-07 14:42;2025-06-03 10:17;2025-06-05 12:30;2025-06-05 03:44;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;1500000;1500000;1500000;;;52841925;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;4;0;;;;;;2;1;4
