CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057532-348-COT25;F1-204-BMC-ADQUISICION INSUMOS DE EQUIPAMIENTO Y PROMOCION PARA UNIDAD DE MEMORIA AYEKAN;Se requiere la adquisición de equipamiento para utilizar en ferias informativas y las distintas actividades organizadas por el dispositivo.;6;desierta;Desierta;1;Primer llamado;2025-05-22 15:00;2025-05-25 18:00;2025-05-19 12:01;2025-05-22 15:00;2025-05-29 15:23;;MANUEL RODRIGUEZ #759;5;Disponible;CLP;230000;230000;230000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;2;0;;Las ofertas superan el valor del monto disponible;;;;3;4;2
1057532-349-COT25;F1-197-NAM / JUEGOS DE MESA DIDACTICOS;SE REQUIERE LA ADQUISICIÓN DE JUEGOS DE MESA DIDACTICOS  OFERTA 1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-05-22 08:00;2025-05-24 04:11;2025-05-20 11:49;2025-05-22 08:00;2025-05-29 10:30;;Av. Manuel Rodriguez #759;4;Estimado;CLP;153000;153000;153000;;;52790566;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;6;0;;;;;;2;7;6
1057532-370-COT25;F1-176-MAR ADQUISICION DE UN SERVICIO DE CAFETERIA.;F1-176-MAR ADQUISICION DE UN SERVICIO DE CAFETERIA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-05-29 08:00;2025-06-01 01:19;2025-05-26 14:42;2025-05-29 08:00;2025-05-29 10:29;;A CONVENIR.;8;Estimado;CLP;1200000;1200000;1200000;;;52790533;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;4;0;;;;;;1;1;4
1180747-38-COT25;F5-002-BMC-ADQUISICION SOPORTE UNIVERSAL-PSR COSTA RIO BLANCO, RIO NEGRO.;Adquisición de equipos y equipamiento para habilitación de Posta de Salud Costa Rio Blanco, Río Negro;4;proveedor_seleccionado;Proveedor seleccionado;2;Segundo llamado;2025-05-23 09:00;2025-05-29 08:00;2025-05-20 11:34;2025-05-29 08:00;2025-05-29 09:56;;Manuel Rodriguez # 759;5;Estimado;CLP;180000;180000;180000;;;52789909;;SERVICIO DE SALUD OSORNO;61.607.600-0;Compras Convenio GORE Region de Los Lagos;10;Región de los Lagos ;1;1;0;;;;;;3;1;1
1057532-374-COT25;F1-212-NAM / MUEBLE LIBRERO GIRATORIO;SE REQUIERE LA COMPRA DE MUEBLE LIBRERO GIRATORIO SEGUN EE.TT.  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-05-28 14:00;2025-05-29 17:38;2025-05-27 10:21;2025-05-28 14:00;2025-05-29 09:16;;Av. Manuel Rodriguez #759;4;Disponible;CLP;150000;150000;150000;;;52789201;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;3;0;;;;;;2;1;3
1057532-341-COT25;F2-144-IVO//ADQUISICION Y RECAMBIO DE NEUMATICOS PARA AMBULANCIA MERCEDES BENZ SPRINTER 314;EL OBJETIVO DE REALIZAR EL RECAMBIO DE ESTOS NEUMÁTICOS ES MANTENER LA SEGURIDAD DE LOS OCUPANTES DE ESTA AMBULANCIA, ASI COMO TAMBIÉN, EXTENDER LA VIDA ÚTIL DEL TREN DELANTERO Y SISTEMA DE SUSPENSIÓN.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-05-20 12:30;2025-05-21 15:47;2025-05-19 09:12;2025-05-20 12:30;2025-05-29 09:15;;A CONVENIR;3;Estimado;CLP;1000000;1000000;1000000;;;52789182;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;8;0;;;;;;2;1;8
1057532-375-COT25;F2-151-NAM / MATERIALES DE OFICINA;SE REQUIERE LA ADQUISICIÓN DE MATERIALES DE OFICINA CON ENTREGA PARCIALIZADA SEGUN ESPECIFICACIONES TECNICAS Y FECHAS.  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;6;desierta;Desierta;1;Primer llamado;2025-05-28 15:00;2025-05-29 17:27;2025-05-27 12:32;2025-05-28 15:00;2025-05-29 09:04;;Av. Manuel Rodriguez #759;5;Disponible;CLP;746880;746880;746880;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;1;0;;Se republicará dado que se requiere la compra total de los productos;;;;2;13;1
1057532-345-COT25;F1-196-RUA// Subdepto. Farmacia;Se requiere la compra de cerradura digital, se debe adjuntar obligatoriamente el formulario de especificaciones técnicas con el 100% de la información requerida y fotografía del producto ofertado. Caso contrario la oferta será declarada inadmisible.;6;desierta;Desierta;2;Segundo llamado;2025-05-19 15:00;2025-05-22 15:29;2025-05-16 14:31;2025-05-22 15:29;2025-05-29 07:50;;Avda. Manuel Rodriguez N°759, Bodega General At. Cecilia Garay.;3;Estimado;CLP;150000;150000;150000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;0;0;;No se recibieron ofertas;;;;1;1;0
1057532-325-COT25;Vestuario para personal SAMU (segundo llamado);Se requiere la compra de poleras, pantalón y chaleco de procedimiento, para funcionario Base SAMU Osorno, de acuerdo a características técnicas adjuntas. Es obligatorio adjuntar los formularios y con la información requerida y las certificaciones.;6;desierta;Desierta;2;Segundo llamado;2025-05-14 15:00;2025-05-16 20:09;2025-05-12 09:51;2025-05-16 20:09;2025-05-29 07:46;;Manuel Rodriguez N°759, Bodega General.;20;Estimado;CLP;250000;250000;250000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;0;0;;No se recibieron ofertas;;;;1;4;0
1057532-311-COT25;F1-126-AVP/Compra de papelería y material de oficina para ejecución de capacitaciones//DAP;El oferente interesado en participar debe ofertar la totalidad del requerimiento, además deberá adjuntar un respaldo fotográfico de los Articulos de Oficina , como también debe indicar el plazo de entrega, ya sea en días corridos o hábiles. Las ofertas que cumplan con los requisitos antes mencionados, será sometidas a la correspondiente evaluación. se adjunta referencia del requerimiento y Logo para las bolsas ecologicas;6;desierta;Desierta;1;Primer llamado;2025-05-09 10:00;2025-05-11 08:38;2025-05-07 11:22;2025-05-09 10:00;2025-05-29 07:42;;Manuel Rodriguez #759;5;Estimado;CLP;850000;850000;850000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;3;0;;Las ofertas superan el monto disponible autorizado.;;;;2;4;3
