CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057922-164-COT25;F5-050-BMC-ADQUISICION PERCHERO MURAL PARA CESFAM CON SAR CHUYACA OSORNO;ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO NO MÉDICO PARA CESFAM CON SAR CHUYACA;5;cancelada;Cancelada;1;Primer llamado;2025-11-21 08:00;2025-11-24 02:55;2025-11-18 13:04;2025-11-21 08:00;2025-11-18 14:46;2025-11-18 14:46;Manuel Rodriguez #759;5;Estimado;CLP;16000;16000;16000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;0;0;ERROR EN FECHA DE CIERRE;;;False;False;3;1;0
1057922-165-COT25;F5-050-BMC-ADQUISICION RELOJ MURAL PARA CESFAM CON SAR CHUYACA;ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO NO MÉDICO PARA CESFAM CON SAR CHUYACA;5;cancelada;Cancelada;1;Primer llamado;2025-11-21 08:00;2025-11-24 01:48;2025-11-18 14:11;2025-11-21 08:00;2025-11-18 14:44;2025-11-18 14:44;MANUEL RODRIGUEZ #759;5;Estimado;CLP;48000;48000;48000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;0;0;ERROR EN FECHA DE CIERRE;;;False;False;3;1;0
1057922-166-COT25;F5-050-BMC-ADQUISICION PALLET PLASTICO PARA CESFAM CON SAR CHUYACA;ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO NO MÉDICO PARA CESFAM CON SAR CHUYACA;5;cancelada;Cancelada;1;Primer llamado;2025-11-21 08:00;2025-11-24 01:41;2025-11-18 14:18;2025-11-21 08:00;2025-11-18 14:41;2025-11-18 14:41;AMADOR BARRIENTOS #2360;5;Estimado;CLP;1000000;1000000;1000000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;0;0;ERROR EN CANTIDAD;;;False;False;3;1;0
1057922-167-COT25;F5-050-BMC-ADQUISICION PALLET PLASTICO PARA CESFAM CON SAR CHUYACA;ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO NO MÉDICO PARA CESFAM CON SAR CHUYACA;5;cancelada;Cancelada;1;Primer llamado;2025-11-20 14:00;2025-11-22 13:20;2025-11-18 14:39;2025-11-20 14:00;2025-11-18 14:39;2025-11-18 14:39;AMADOR BARRIENTOS #2360;5;Estimado;CLP;1000000;1000000;1000000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;0;0;ERROR EN CANTIDAD;;;False;False;3;1;0
1057532-861-COT25;Adquisición de insumos de oximetría para Campaña de Invierno;Contar con insumos necesarios en los vacunatorios de la red asistencial, para asegurar la adecuada mantención de vacunas en contexto de estrategias de vacunación extramural, garantizando la seguridad de la administración de éstas a la población. Además, contar con insumos que permitan tener un monitoreo continuo, oportuno y confiable del estado de saturación de oxígeno de pacientes pediátricos y neonatales que se hospitalizan por cuadros respiratorios o condiciones críticas.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-11-14 13:00;2025-11-16 15:13;2025-11-12 10:46;2025-11-14 13:00;2025-11-18 12:25;;Manuel Rodríguez N°759, Osorno;10;Estimado;CLP;2110000;2110000;2110000;;;53842369;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;1;0;;;;False;False;2;3;1
1057922-149-COT25;F5-037-BMC-ADQUISICIÓN DE BOMBA DE ASPIRACIÓN REPOSICIÓN CECOSF EL ENCANTO, COMUNA DE PUYEHUE;Adquisición de equipos y equipamiento para habilitación de CECOSF El Encanto, comuna de Puyehue.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-11-15 18:00;2025-11-17 23:17;2025-11-13 12:42;2025-11-15 18:00;2025-11-18 11:30;;Manuel Rodriguez N°759;5;Estimado;CLP;600000;600000;600000;;;53841156;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;7;0;;;;False;False;3;1;7
1057922-151-COT25;F5-037-BMC-ADQUISICIÓN DE SET DE EQUIPAMIENTO DIAGNOSTICO REPOSICIÓN CECOSF EL ENCANTO, COMUNA DE PUYEHUE;Adquisición de equipos y equipamiento para habilitación de CECOSF El Encanto, comuna de Puyehue.;6;desierta;Desierta;2;Segundo llamado;2025-11-15 18:00;2025-11-17 23:23;2025-11-13 12:36;2025-11-17 23:23;2025-11-18 11:20;;Manuel Rodriguez # 759;5;Estimado;CLP;550000;550000;550000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;1;0;;No cumple EETT dispuesta en numeral 2.4,2.5,2.6,2.7,2.8,4.2,7.3.;;False;False;3;1;1
1057727-82-COT25;F1-458-MAR ADQUISICION DE 32 RELOJES.;ADQUISICION DE 32 RELOJES.;6;desierta;Desierta;1;Primer llamado;2025-11-18 09:15;2025-11-19 09:34;2025-11-17 08:55;2025-11-18 09:15;2025-11-18 10:46;;MANUEL RODRIGUEZ 759 OSORNO;8;Estimado;CLP;1600000;1600000;1600000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienestar;10;Región de los Lagos ;1;12;0;;el tiempo de entrega sobrepasa lo solicitado.;;False;True;1;2;12
1057532-802-COT25;F2-295-AVP//Compras Mel // Adquisición de 1 Estufa Eléctrica Infrarroja y 1 aire acondicionado// año 2025//Unidad Safu;Se requiere la compra de 1 Estufa Eléctrica Infrarroja y 1 aire acondicionado, se debe adjuntar ficha técnica y Cotización, debe indicar el plazo de entrega, ya sea en días corridos o hábiles. Se adjuntan Formularios que deben firmados obligatoriamente y adjuntar en su oferta. Las ofertas que cumplan con los requisitos antes mencionados, serán sometidas a la correspondiente evaluación. favor considerar formularios adjuntos para su llenado y firma obligatoria, enviar adjuntos a su oferta.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-10-27 16:00;2025-10-28 16:51;2025-10-26 15:08;2025-10-27 16:00;2025-11-18 03:15;;Manuel Rodriguez #759;5;Estimado;CLP;920000;920000;920000;;;53844552;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;4;0;;;;False;False;1;2;4
1057532-845-COT25;F2-428-AVP//SE REQUIERE CONTRATAR A MONITOR CON EXPERIENCIA EN MARCO TEORICOS Y NORMATIVOS, COSMOVISION Y SISTEMA DE SALUD MAPUCHE//DPTO. PARTICIPACION CIUDADANA;SE REQUIERE CONTRATAR PARA DOS DIAS(27 DE NOVIEM Y 10 DIC) A MONITOR CON EXPERIENCIA EN MARCO TEORICOS Y NORMATIVOS, COSMOVISION Y SISTEMA DE SALUD MAPUCHE, esto debe ser acreditado con certificación, debe entregar una pauta durante el encuentro informando sobre el derecho de las personas y los pueblo indígenas a recibir una atención de salud con pertinencia cultural. esto debe ser adjuntado en su oferta al igual que los formularios adjuntos para rellenar y firma, considerándose obligatorios.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-11-13 09:00;2025-11-15 07:33;2025-11-11 10:26;2025-11-13 09:00;2025-11-18 02:08;;Manuel Rodriguez 759;2;Estimado;CLP;300000;300000;300000;;;53843659;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;1;0;;;;False;True;1;1;1
