CodigoCompraAgil;IDDocumento;NombreDocumento
1057532-524-COT25;702912;EETT_CALIBRACIÓN BALANZAS.xlsx
1057532-524-COT25;702913;Especificaciones técnicas.pdf
1057532-524-COT25;702914;Formulario N°1.docx
1057532-531-COT25;727173;ZAPATOS Y BOTAS FCN° 256.xlsx
1057532-531-COT25;727174;requicitos excluyentes.docx
1180747-43-COT25;753748;EETT_SET CONTENEDORES DE BASURA.xlsx
1180747-43-COT25;753783;Formulario N°1.docx
1057532-536-COT25;870675;Especificaciones Contenedores 28.07.pdf
1057532-536-COT25;870676;Anexo Proveedor N°1.docx
1057922-86-COT25;716886;EETT_TABLERO AVD.xlsx
1057922-86-COT25;716887;Formulario N°1.docx
1057532-532-COT25;42977;ELEMENTAS DE PROTECCION PARA PERSONAL FCN° 256.xlsx
1057532-526-COT25;657541;ARREGLOS FLORALES CON PEDESTAL.docx
1057922-84-COT25;716991;Formulario N°1.docx
1057922-84-COT25;716921;EETT_SET BALONES MEDICINALES.xlsx
1057922-82-COT25;677541;EETT_TIJERAS PARA MOLDEAR TERMOPLÁSTICO.xlsx
1057922-82-COT25;677542;EETT_ALICATE PARA TERMOPLÁSTICO.xlsx
1057922-82-COT25;677543;Formulario N°1.docx
1057922-83-COT25;677525;Formulario N°1.docx
1057922-83-COT25;677526;EETT_PISTOLA AIRE CALIENTE.xlsx
1057922-83-COT25;677527;EETT_SARTÉN ELÉCTRICO ÓRTESIS.xlsx
1057922-81-COT25;723909;Formulario N°1.docx
1057922-81-COT25;723910;EETT_MÁQUINA DE POLEAS.xlsx
1057922-81-COT25;723911;EETT_RUEDA DE HOMBRO.xlsx
1057922-81-COT25;723912;EETT_SET MANCUERNAS EXTREMIDADES INFERIORES.xlsx
1057922-81-COT25;723948;EETT_SET MANCUERNAS EXTREMIDADES SUPERIORES.xlsx
1057922-80-COT25;717394;Formulario N°1.docx
1057922-80-COT25;717395;EETT_BARRAS PARALELAS.xlsx
1057922-80-COT25;717396;EETT_ESCALERA DE ESQUINA.xlsx
1057922-80-COT25;717397;EETT_ESPALDERA.xlsx
1057922-80-COT25;717398;EETT_CAMASTRO.xlsx
1057922-80-COT25;717399;EETT_ESPEJO DE CORRECCIÓN MÓVIL.xlsx
1057922-85-COT25;716898;Formulario N°1.docx
1057922-85-COT25;716899;EETT_SET DE LLAVES ALLEN.xlsx
1057532-530-COT25;727189;LINTERNAS FCN°256.docx
1057532-530-COT25;727190;requicitos excluyentes.docx
1057922-87-COT25;723651;Formulario N°1.docx
1057922-87-COT25;723652;EETT_VELADOR CLÍNICO.xlsx
