CodigoCompraAgil;IDDocumento;NombreDocumento
1180747-31-COT25;832614;Formulario N°1.docx
1180747-31-COT25;832615;Forma de Facturacion Gobierno Regional de los Lagos PSR COSTA RIO.docx
1180747-31-COT25;832616;EETT_SOPORTE UNIVERSAL.xlsx
1180747-33-COT25;1245003;Forma de Facturacion Gobierno Regional de los Lagos PSR COSTA RIO.docx
1180747-33-COT25;1245004;Formulario N°1.docx
1180747-33-COT25;1245005;EETT_NEBULIZADOR.xlsx
1180747-33-COT25;1245006;EETT_NEGATOSCOPIO.xlsx
1180747-33-COT25;1245007;EETT_PODOSCOPIO.xlsx
1057532-331-COT25;1259511;TÉRMINOS DE REFERENCIA PANTALÓN.docx
1180747-34-COT25;868035;Forma de Facturacion Gobierno Regional de los Lagos PSR COSTA RIO.docx
1180747-34-COT25;868036;Formulario N°1.docx
1180747-34-COT25;868037;EETT_MESA TOMA MUESTRA.xlsx
1180747-34-COT25;868038;EETT_SILLA RUEDAS OBESO.xlsx
1180747-34-COT25;868039;EETT_SILLA DE RUEDAS PEDIATRICA.xlsx
1180747-34-COT25;868040;EETT_SILLA RUEDAS ADULTO.xlsx
1180747-35-COT25;867739;EETT_CONTENEDOR AMARILLO.xlsx
1180747-35-COT25;867740;EETT_CONTENEDOR GRIS.xlsx
1180747-35-COT25;867741;EETT_CONTENEDOR ROJO.xlsx
1180747-35-COT25;867742;18-5-2025.PDF
1057922-37-COT25;1260090;EETT_CARRO ENFERMERÍA (CARRO DE TRANSPORTE TRIMODULAR).xlsx
1057922-37-COT25;1260091;184-1-2025.PDF
1057532-308-COT25;946394;INSUMOS PARA TALLER FCN100.xlsx
1057532-334-COT25;872109;Formulario N°1.docx
1057532-334-COT25;872110;ESPECIFICACIONES DISCOS SSD.docx
1057532-343-COT25;257086;servicio de cafeteria n° 140.docx
1057532-343-COT25;257087;EE.TT FCN°142 PRESENTAR TODO LO SOLICITADO ( ES EXCLUYENTE).docx
1057532-344-COT25;871360;EE.TT SON EXCLUYENTE DE NO SER PRESENTADAS..docx
1057532-337-COT25;253380;PISTOLA DE SILICONA.docx
1077241-40-COT25;896892;Anexo Proveedor N°1.docx
1057532-310-COT25;927944;Especificaciones Técnicas Mantención Refrigerador Cosam Oriente.docx
1057532-310-COT25;927945;Formulario N°1.docx
1057532-309-COT25;925375;Formulario N°1.docx
1057532-309-COT25;925376;Especificaciones Técnicas Mantención Refrigerador Cosam Rahue.docx
