CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057532-549-COT25;F1-304-NAM / CARPETAS DE CARTULINA Y KRAFT;SE REQUIERE LA COMPRA DE ARTICULOS DE LIBRERIA, CARPETAS Y CARTULINAS, SEGUN EETT  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-08-07 11:00;2025-08-08 12:20;2025-08-06 09:39;2025-08-07 11:00;2025-08-11 10:13;;Av. Manuel Rodriguez #759;3;Disponible;CLP;250000;250000;250000;;;53228100;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;8;0;;;;False;False;2;3;8
1057922-103-COT25;"F5-036-IVO/ADQUISICION DE EQUIPOS HABILITACION COSAM RAHUE OSORNO / TELEVISOR 43 """;ADQUISCIÓN DE EQUIPOS MÉDICOS Y NO MÉDICOS PARA HABILITACIÓN DE COSAM RAHUE, COMUNA DE OSORNO.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-08-07 12:30;2025-08-09 07:50;2025-08-05 17:09;2025-08-07 12:30;2025-08-11 08:31;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;3630000;3630000;3630000;;;53226376;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;12;0;;;;False;False;2;1;12
1057922-104-COT25;F5-036-IVO/ADQUISICION DE EQUIPOS PARA HABILITACION DE COSAM RAHUE / ELECTRODOMESTICOS;ADQUISCIÓN DE EQUIPOS MÉDICOS Y NO MÉDICOS PARA HABILITACIÓN DE COSAM RAHUE, COMUNA DE OSORNO.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-08-07 12:30;2025-08-09 07:44;2025-08-05 17:15;2025-08-07 12:30;2025-08-11 08:31;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;900000;900000;900000;;;53226373;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;3;0;;;;False;False;4;3;3
1057922-105-COT25;F5-036-IVO/ADQUISICION DE EQUIPOS PARA HABILITACION DE COSAM RAHUE / PARLANTE CON USB;ADQUISCIÓN DE EQUIPOS MÉDICOS Y NO MÉDICOS PARA HABILITACIÓN DE COSAM RAHUE, COMUNA DE OSORNO.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-08-07 12:30;2025-08-09 07:43;2025-08-05 17:16;2025-08-07 12:30;2025-08-11 08:31;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;600000;600000;600000;;;53226370;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;3;0;;;;False;False;2;1;3
1057922-107-COT25;F5-036-IVO//ADQUISICION DE EQUIPOS PARA HABILITACION DE COSAM RAHUE / DEA;ADQUISCIÓN DE EQUIPOS MÉDICOS Y NO MÉDICOS PARA HABILITACIÓN DE COSAM RAHUE, COMUNA DE OSORNO.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-08-07 12:30;2025-08-09 07:42;2025-08-05 17:17;2025-08-07 12:30;2025-08-11 08:30;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;2500000;2500000;2500000;;;53226363;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;9;0;;;;False;False;2;1;9
1057922-108-COT25;F5-036-IVO/ADQUISICION DE EQUIPOS PARA HABILITACION DE COSAM RAHUE / Refrigerador Clínico;ADQUISCIÓN DE EQUIPOS MÉDICOS Y NO MÉDICOS PARA HABILITACIÓN DE COSAM RAHUE, COMUNA DE OSORNO.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-08-07 12:30;2025-08-09 07:41;2025-08-05 17:18;2025-08-07 12:30;2025-08-11 08:30;;Amador Barrientos # 2360;5;Estimado;CLP;5600000;5600000;5600000;;;53226355;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;5;0;;;;False;False;2;1;5
1057922-109-COT25;F5-036-IVO/ADQUISICION DE EQUIPOS PARA HABILITACION DE COSAM RAHUE / SISTEMA DE AUDIO SALA DE ESPEJO;ADQUISCIÓN DE EQUIPOS MÉDICOS Y NO MÉDICOS PARA HABILITACIÓN DE COSAM RAHUE, COMUNA DE OSORNO.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-08-07 12:30;2025-08-09 07:39;2025-08-05 17:20;2025-08-07 12:30;2025-08-11 08:29;;GUATEMALA #1402, RAHUE ALTO;5;Estimado;CLP;6864000;6864000;6864000;;;53226353;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;2;0;;;;False;False;2;1;2
1057922-100-COT25;F5-028-IVO//ADQUISICION DE MOBILIARIO CLINICO HABLITACION COSAM RAHUE / CARRO DE PARO COMPLETO;ADQUISICIÓN DE EQUIPOS MÉDICOS Y MOBILIARIO CLÍNICO PARA HABILITACIÓN DE COSAM RAHUE;4;proveedor_seleccionado;Proveedor seleccionado;2;Segundo llamado;2025-08-02 09:00;2025-08-06 13:56;2025-07-31 11:55;2025-08-06 13:56;2025-08-11 08:27;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;4980000;4980000;4980000;;;53226336;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;1;0;;;;False;False;2;1;1
1057922-98-COT25;F5-030-IVO/Adq. de Equipamiento Medico Habilitación Angiografo del HBSJO / Carro Ropa Limpia - Velador Clinico;Adquisición de Equipo y Equipamiento médico para habilitación de Pabellón Angiografía del Hospital Base San José de Osorno;4;proveedor_seleccionado;Proveedor seleccionado;2;Segundo llamado;2025-08-02 09:00;2025-08-06 14:15;2025-07-31 11:53;2025-08-06 14:15;2025-08-11 08:27;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;3768000;3768000;3768000;;;53226333;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;1;0;;;;False;False;3;2;1
1077241-81-COT25;F1-308-MAR ADQUISICION DE INSUMOS PARA CAFETERIA.;ADQUISICION DE INSUMOS PARA CAFETERIA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-08-11 07:00;2025-08-14 04:43;2025-08-08 09:16;2025-08-11 07:00;2025-08-11 08:26;;MANUEL RODRIGUEZ 759 OSORNO.;8;Estimado;CLP;50000;50000;50000;;;53226330;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;3;0;;;;False;True;2;5;3
1057532-555-COT25;F1-318-MAR ADQUISICION DE 80 TALONARIOS DE REGISTRO DE SOLICITUD CIUDADANA.;ADQUISICION DE 80 TALONARIOS DE REGISTRO DE SOLICITUD CIUDADANA, DUPLICADO AUTOCOPIATIVO.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-08-11 07:00;2025-08-14 05:50;2025-08-08 08:09;2025-08-11 07:00;2025-08-11 08:22;;MANUEL RODRIGUEZ 759 OSORNO.;8;Estimado;CLP;300000;300000;300000;;;53226293;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;10;0;;;;False;True;2;1;10
