CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1077241-101-COT25;F1-382-RUA// Chaquetas y Camisetas para  Personal de la Ruta Médica;Se requiere la compra de camiseta y chaqueta para el personal de la Ruta Médica del SSO. Los oferentes deberá subir junto a su oferta el Formulario N°2 (EE.TT) con toda la información requerida. En caso de no subirlo o con información faltante, la oferta será declarada INADMISIBLE;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-12 10:00;2025-09-14 04:07;2025-09-10 15:52;2025-09-12 10:00;2025-09-15 12:35;;Avda. Manuel Rodriguez 759, Bodega General/ At. Cecilia Garay - José Luis Vallejos;7;Estimado;CLP;570000;570000;570000;;;53455468;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;4;0;;;;False;False;2;2;4
1057727-18-COT25;F1-392-MAR ADQUISICION DE MONITOR PARA TALLER ARTISTICO.;ADQUISICION DE MONITOR PARA TALLER ARTISTICO.;4;proveedor_seleccionado;Proveedor seleccionado;2;Segundo llamado;2025-09-11 07:00;2025-09-13 03:21;2025-09-09 10:38;2025-09-13 03:21;2025-09-15 12:26;;A CONVENIR;8;Estimado;CLP;500000;500000;500000;;;53455315;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienestar;10;Región de los Lagos ;1;1;0;;;;False;True;1;1;1
1057532-663-COT25;F1-406-VMA / MATERIALES ARTÍSTICOS Y MANUALIDADES;Materiales artísticos y manualidades para talleres dupla psicosocial;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-11 08:00;2025-09-14 01:07;2025-09-08 14:52;2025-09-11 08:00;2025-09-15 12:23;;Manuel Rodríguez #759;5;Disponible;CLP;1123000;1123000;1123000;;;53455264;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;5;0;;;;False;False;2;14;5
1057727-19-COT25;"F1-387-IVO/PROY. BIENESTAR ""SALUD ACTIVA LABORAL - IMPLEMENTACIÓN PARA EJERCICIO FISICO"" PROYECTO CONSURSABLE - SAMU";Fortalecer la salud física, la condición funcional y la prevención de lesiones musculoesqueléticas en los funcionarios del SAMU;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-12 15:30;2025-09-13 20:07;2025-09-11 10:52;2025-09-12 15:30;2025-09-15 11:58;;Manuel Rodriguez N° 759;5;Estimado;CLP;500000;500000;500000;;;53454852;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienestar;10;Región de los Lagos ;0;2;0;;;;False;False;2;12;2
1057532-662-COT25;F1-402-VMA / JUEGOS DE MESA Y MATERIAL DIDÁCTICO;Materiales y juegos didácticos para taller de usuarios.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-15 08:00;2025-09-20 04:29;2025-09-10 11:30;2025-09-15 08:00;2025-09-15 11:41;;Manuel Rodríguez #759;5;Disponible;CLP;950000;950000;950000;;;53454538;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;3;0;;;;False;False;2;22;3
1077241-100-COT25;F1-381-RUA// Insumos para Ruta Médica;Se requiere la compra de insumo para utilizar en Ruta Médica y debe cumplir con la norma técnica N°226. Plazo máximo de entrega 5 días hábiles, las ofertas que superen el plazo indicado o no lo informe serán declaradas INADMISIBLES. El formulario N°2 debe completarse y subirse de forma obligatoria.;6;desierta;Desierta;2;Segundo llamado;2025-09-08 15:00;2025-09-12 13:06;2025-09-05 11:38;2025-09-12 13:06;2025-09-15 11:09;;Avda. Manuel Rodriguez 759, bodega general  At. Cecilia Garay / José Luis Vallejos;5;Estimado;CLP;30000;30000;30000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;0;0;;No se recibieron ofertas;;False;False;1;1;0
1077241-103-COT25;F1-381-RUA// Insumos para Ruta Médica (2do llamado);Se requiere la compra de insumo para utilizar en Ruta Médica y debe cumplir con la norma técnica N°226. Plazo máximo de entrega 5 días hábiles, las ofertas que superen el plazo indicado o no lo informe serán declaradas INADMISIBLES. El formulario N°2 debe subirse de forma obligatoria.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-11 14:00;2025-09-12 19:35;2025-09-10 08:24;2025-09-11 14:00;2025-09-15 10:56;;Avda. Manuel Rodriguez, bodega Droguería, Osorno, Región de los Lagos;5;Disponible;CLP;300000;300000;300000;;;53453653;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;8;0;;;;False;False;2;1;8
1057532-674-COT25;F1-349-MAR ADQUISICION DE FOLLETERIA.;ADQUISICION DE FOLLETERIA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-12 08:00;2025-09-14 01:49;2025-09-10 14:10;2025-09-12 08:00;2025-09-15 10:51;;MANUEL RODRIGUEZ 759 OSORNO.;8;Estimado;CLP;4000000;4000000;4000000;;;53453552;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;3;0;;;;False;True;2;7;3
1057727-16-COT25;F1-386-MAR ADQUISICION DE MESA DE TACA-TACA.;ADQUISICION DE 1 MESA DE TACA-TACA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-11 07:00;2025-09-13 03:56;2025-09-09 10:03;2025-09-11 07:00;2025-09-15 10:30;;REPUBLICA 570, CONTACTO EILYN BARICHIVICH ( 9-44319972), Osorno, Región de los Lagos;8;Estimado;CLP;400000;400000;400000;;;53453159;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienestar;10;Región de los Lagos ;1;13;0;;;;False;True;1;1;13
1057922-124-COT25;F5-039-BMC-ADQUISICIÓN DE SILLAS DE VISITA -PNC/HBSJO;ADQUISICIÓN DE CALIPER PLIEGUES CUTÁNEOS Y SILLAS DE VISITA CONTEMPLADOS POR PLAN NACIONAL DEL CANCER PARA HBSJO;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-12 12:00;2025-09-14 12:29;2025-09-10 11:30;2025-09-12 12:00;2025-09-15 09:50;;AMADOR BARRIENTOS #2360;5;Estimado;CLP;1414000;1414000;1414000;;;53452449;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;17;0;;;;False;False;2;1;17
