CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057922-60-COT25;F5-010-BMC-ADQUISICION TENSIOMETRO DIGITAL-PLAN NACIONAL DEL CANCER;REPOSICIÓN Y ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO PARA EL SERVICIO DE SALUD OSORNO, CONTEMPLADOS POR PLAN NACIONAL DEL CÁNCER 2025;5;cancelada;Cancelada;1;Primer llamado;2025-06-13 14:35;2025-06-15 14:37;2025-06-11 14:32;2025-06-13 14:35;2025-06-11 15:32;2025-06-11 15:32;AMADOR BARRIENTOS #2360;5;Estimado;CLP;500000;500000;500000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;2;0;ERROR EN ETT;;;;;2;1;2
1057922-59-COT25;F5-010-BMC-ADQUISICION MONITOR DE SIGNOS VITALES BASICO-PLAN NACIONAL DEL CANCER;REPOSICIÓN Y ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO PARA EL SERVICIO DE SALUD OSORNO, CONTEMPLADOS POR PLAN NACIONAL DEL CÁNCER 2025;5;cancelada;Cancelada;1;Primer llamado;2025-06-13 14:40;2025-06-15 14:44;2025-06-11 14:35;2025-06-13 14:40;2025-06-11 15:32;2025-06-11 15:32;MANUEL RODRIGUEZ #759;5;Estimado;CLP;6000000;6000000;6000000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;0;0;ERROR EN EETT;;;;;2;1;0
1057922-61-COT25;F5-010-BMC-CONGELADOR CLINICO-ADQ. DE EQUIPOS Y EQUIPAMIENTO PLAN NACIONAL DEL CANCER;REPOSICIÓN Y ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO PARA EL SERVICIO DE SALUD OSORNO, CONTEMPLADOS POR PLAN NACIONAL DEL CÁNCER 2025;5;cancelada;Cancelada;1;Primer llamado;2025-06-13 14:55;2025-06-15 14:57;2025-06-11 14:52;2025-06-13 14:55;2025-06-11 15:15;2025-06-11 15:15;Amador Barrientos #2360, (Base Samu);5;Estimado;CLP;1300000;1300000;1300000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;0;0;error en eett, se volverá a publicar.-;;;;;2;1;0
1057922-62-COT25;F5-010-BMC- ADQUISICION ENCAPSULADORA N° 3-PLAN NACIONAL DEL CANCER;REPOSICIÓN Y ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO PARA EL SERVICIO DE SALUD OSORNO, CONTEMPLADOS POR PLAN NACIONAL DEL CÁNCER 2025;5;cancelada;Cancelada;1;Primer llamado;2025-06-13 14:57;2025-06-15 14:57;2025-06-11 14:56;2025-06-13 14:57;2025-06-11 15:14;2025-06-11 15:14;Amador Barrientos #2360 (Base Samu);5;Estimado;CLP;4720000;4720000;4720000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;0;0;error en eett, se volverá a publicar.-;;;;;2;1;0
1057922-51-COT25;F5-010-IVO//ADQ. DE EQUIPOS Y EQUIPAMIENTO PLAN NACIONAL DEL CANCER / ENCAPSULADORA N° 3;REPOSICIÓN Y ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO PARA EL SERVICIO DE SALUD OSORNO, CONTEMPLADOS POR PLAN NACIONAL DEL CÁNCER 2025;6;desierta;Desierta;2;Segundo llamado;2025-06-02 17:00;2025-06-06 22:38;2025-05-30 10:02;2025-06-06 22:38;2025-06-11 14:57;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;4720000;4720000;4720000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;1;0;;Ninguna de las ofertas se ajusta a los requerimientos técnicos solicitados.;;;;2;1;1
1057922-49-COT25;F5-010-IVO//ADQ. DE EQUIPOS Y EQUIPAMIENTO PLAN NACIONAL DEL CANCER / CONGELADOR CLINICO;REPOSICIÓN Y ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO PARA EL SERVICIO DE SALUD OSORNO, CONTEMPLADOS POR PLAN NACIONAL DEL CÁNCER 2025;6;desierta;Desierta;2;Segundo llamado;2025-06-02 17:00;2025-06-06 22:41;2025-05-30 10:00;2025-06-06 22:41;2025-06-11 14:53;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;1300000;1300000;1300000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;1;0;;Ninguna de las ofertas se ajusta a los requerimientos técnicos solicitados.;;;;2;1;1
1077241-60-COT25;F1-171-AVP//SERVICIO ALMUERZO TIPO COLACIONES ACTIVIDAD AUTOCUIDADO USUARIOS Y CUIDADORES PROGRAMA DE ATENCIÓN DOMICILIARIO//COSA RAHUE;Entregar 25 colaciones para jornada de encuentro y autocuidado para usuarios y cuidadores de Programa de Atención Domiciliaria, El oferente debe aceptar las condiciones solicitadas para la actividad en el adjunto, día y horario y especificaciones técnicas, además de entregar el servicio con la mejor disposición, calidad e higiene, ya que el servicio será evaluado en futuras prestaciones de este servicio, además debe adjuntar Resolución Sanitaria permiso para expender y/o distribución alimentos.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-10 11:30;2025-06-11 12:52;2025-06-09 10:07;2025-06-10 11:30;2025-06-11 10:19;;Av. República 570. Cosam Rahue;1;Estimado;CLP;225000;225000;225000;;;52873240;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;2;0;;;;;;1;1;2
1057532-408-COT25;F2-164-RUA/Servicio de Informes Radiológicos Simples, Urgentes y Mamografías;INFORME RADIOLOGICOS DE ACUERDO A LOS TERMINOS DE REFERENCIA ADJUNTO. Se debe presentar de forma OBLIGATORIA: Declaración Jurada de Requisitos para Ofertar, Declaración Jurada Simple sobre Inhabilidades, Declaración Jurada Simple de Aceptación de Términos de Referencia y Anexo N°1;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-06 15:00;2025-06-07 19:19;2025-06-05 10:40;2025-06-06 15:00;2025-06-11 09:55;;Avda. Mackenna 825, Osorno;1;Estimado;CLP;6864000;6864000;6864000;;;52872800;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;3;0;;;;;;2;3;3
1077241-58-COT25;F1-179-NAM / MACETEROS - BANQUILLOS;SE REQUIERE LA COMPRA DE MACETEROS Y BANQUILLOS SEGUN EE.TT.  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;6;desierta;Desierta;2;Segundo llamado;2025-06-04 14:00;2025-06-06 10:15;2025-06-03 12:36;2025-06-06 10:15;2025-06-11 09:51;;Av. Manuel Rodriguez #759;3;Estimado;CLP;132000;132000;132000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;0;1;0;;La oferta sobrepasa el monto disponible para adquisiciones;;;;2;2;1
1057532-404-COT25;Mantención Sistema de Respaldo de Agua Potable de la Base SAMU de Osorno;Se requiere el mantenimiento preventivo del Sistema de Agua Potable de la Base SAMU, según EE-.TT adjuntas. Visita a terreno de Carácter OPCIONAL a realizarse el día viernes 6 del presente a las 10:00 AM, se esperará 10 minutos para dar comienzo a la visita (A. Barrientos N°2360). La presentación del Formulario N°2 Presupuesto detallado, es OBLIGATORIO, si no lo presenta, la oferta será declarada INASDMISIBLE.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-09 15:00;2025-06-14 20:33;2025-06-04 09:26;2025-06-09 15:00;2025-06-11 08:41;;Amador Barrientos N°2360, Osorno;20;Estimado;CLP;1971592;1971592;1971592;;;52871813;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;5;0;;;;;;2;1;5
