CodigoCompraAgil;IDDocumento;NombreDocumento
1057532-145-COT26;1421177;Formularios Com. Agil.docx
1057532-181-COT26;1479793;ESPECIFICACIONES ROLLOS TERMICOS.docx
1057532-181-COT26;1479794;Formulario Ident. del Oferente.docx
1057532-181-COT26;1479795;DECLARACIÓN JURADA SIMPLE COMPLEMENTARIA SOBRE INHABILIDADES.docx
1057532-173-COT26;1458164;Formularios Com. Agil.docx
1057532-173-COT26;1458165;Fotografías referenciales a los productos a ofertar.docx
1057532-175-COT26;1464745;1. FSC 64-2-2026 - copia.PDF
1057532-175-COT26;1464746;2. Términos de ReferenciaSoftareCAD_ R2.0.pdf
1057532-175-COT26;1464747;3. Formularios y Declaraciones a completar.docx
1057532-176-COT26;1465075;Formulario N°2 _Especificaciones_Validado.docx
1057532-176-COT26;1465076;Formularios de Compra Agil.docx
1057532-171-COT26;1454246;Formularios de Compra Agil.docx
1057532-171-COT26;1454247;Formulario N°2 _Especificaciones_Validado.docx
1057532-179-COT26;1472949;ESPECIFICACIONES TÉCNICAS Drogueria.docx
