CodigoCompraAgil;IDDocumento;NombreDocumento
1057532-549-COT25;1215006;Especificaciones Técnicas - CARPETAS .docx
1057532-549-COT25;1215007;Anexo Proveedor N°1.docx
1057922-103-COT25;821463;Formulario N°1.docx
1057922-103-COT25;822106;EETT_TELEVISOR 43.xlsx
1057922-104-COT25;654744;EETT_MICROONDAS.xlsx
1057922-104-COT25;654745;EETT_REFRIGERADOR DOMÉSTICO 240 - 290L.xlsx
1057922-104-COT25;654746;EETT_TERMOHERVIDOR.xlsx
1057922-104-COT25;654747;Formulario N°1.docx
1057922-105-COT25;821448;Formulario N°1.docx
1057922-105-COT25;821449;EETT_PARLANTE CON USB.xlsx
1057922-107-COT25;623256;Formulario N°1.docx
1057922-107-COT25;623257;EETT_DEA+GABINETE.xlsx
1057922-108-COT25;654708;EETT_REFRIGERADOR CLÍNICO 600 L.xlsx
1057922-108-COT25;654709;Formulario N°1.docx
1057922-109-COT25;627146;EETT_SISTEMA SALA ESPEJO.xlsx
1057922-109-COT25;627147;Formulario N°1.docx
1057922-100-COT25;860440;EETT_CARRO DE PARO.xlsx
1057922-100-COT25;860441;Formulario N°1.docx
1057922-98-COT25;725052;EETT_CARRO ROPA LIMPIA.xlsx
1057922-98-COT25;725053;EETT_VELADOR CLÍNICO.xlsx
1057922-98-COT25;725054;Formulario N°1.docx
1077241-81-COT25;626549;INSUMOS PARA CAFETERIA FCN° 308.xlsx
1077241-81-COT25;626550;DATOS DE ENTREGA..docx
1057532-555-COT25;654053;Especificaciones Técnicas.docx
1057532-555-COT25;654054;FORMULARIO TIPO FCN°318.pdf
1057922-96-COT25;725078;EETT_CAMILLA GINECOLOGICA.xlsx
1057922-96-COT25;725079;Formulario N°1.docx
1057922-112-COT25;680509;EETT_ESTANTERÍA ALTA.xlsx
1057922-112-COT25;680510;EETT_MESÓN DE TRABAJO.xlsx
1057922-112-COT25;680511;EETT_SILLA ERGONÓMICA OPERATIVA.xlsx
1057922-112-COT25;680547;Formulario N°1.docx
1057532-550-COT25;642389;Frascos Vidrio - Especificaciones Técnicas .docx
1057532-550-COT25;642390;Anexo Proveedor N°1.docx
1057532-551-COT25;659793;Micropipeta - Especificaciones Técnicas .docx
1057532-551-COT25;659794;Anexo Proveedor N°1.docx
