CodigoCompraAgil;IDDocumento;NombreDocumento
1057532-852-COT25;880982;Especificaciones Técnicas  - Cafetira - 167702.docx
1057532-852-COT25;880983;Anexo Proveedor N°1.docx
1057532-851-COT25;286573;Especificaciones Técnicas  - Libreria - 50640.docx
1057532-851-COT25;286574;Anexo Proveedor N°1.docx
1057532-794-COT25;375297;ESPECIFICACIONES CURSO.docx
1057532-794-COT25;375298;FORMULARIOS COMPRA ÁGIL.docx
1057532-862-COT25;264552;TERMINOS DE REFERENCIA ARCHICAD 24.03.docx
1057532-733-COT25;437985;Bandera Mapuche - Especificaciones Técnicas .docx
1057532-733-COT25;437986;Anexo Proveedor N°1.docx
1057532-858-COT25;270939;Especificaciones Técnicas (3).pdf
1057532-834-COT25;296442;374_EETT 03.11.25.pdf
1180747-50-COT25;313833;EETT_CARRO DE ASEO.xlsx
1180747-50-COT25;313834;EETT_CONTENEDOR 120 L GRIS.xlsx
1180747-50-COT25;313835;EETT_SET CONTENEDORES CON PEDAL.xlsx
1180747-50-COT25;313836;Forma_de_Facturacion_Gobierno_Regional_de_Los_Lagos.docx
1180747-51-COT25;910069;EETT_MINI RACK.xlsx
1180747-51-COT25;910070;Forma_de_Facturacion_Gobierno_Regional_de_Los_Lagos.docx
1180747-51-COT25;910071;Formularios a presentar.docx
1057532-853-COT25;317390;Formularios Com. Agil.docx
1057532-856-COT25;846243;Especificaciones Técnicas - Servicio Técnico.docx
1057532-856-COT25;846244;Anexo Proveedor N°1.docx
1057532-854-COT25;267127;Especificaciones Técnicas - INSUMOS CAFETRIA COSAM RAHUE (1).docx
1057532-854-COT25;267128;Anexo Proveedor N°1.docx
