CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057532-427-COT25;F1-226-NAM / 2 BUZONES OIRS UID;SE REQUIERE LA COMPRA DE 2 BUZONES OIRS UID SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;6;desierta;Desierta;2;Segundo llamado;2025-06-16 08:00;2025-06-20 06:01;2025-06-12 16:43;2025-06-20 06:01;2025-06-23 14:55;;Av. Manuel Rodriguez #759;3;Estimado;CLP;100000;100000;100000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;1;0;;Se declara desierta, dado que unico oferente sobrepasa el monto disponible de compra, se republicará;;;;2;1;1
1057532-433-COT25;F1-126-AVP/Compra de papelería y material de oficina para ejecución de capacitaciones//DAP;El oferente interesado en participar debe ofertar la totalidad del requerimiento, además deberá adjuntar un respaldo fotográfico de las bolsas ecologicas, como también debe indicar el plazo de entrega, ya sea en días corridos o hábiles. Las ofertas que cumplan con los requisitos antes mencionados, será sometidas a la correspondiente evaluación. se adjunta referencia del requerimiento;6;desierta;Desierta;2;Segundo llamado;2025-06-18 09:00;2025-06-23 10:00;2025-06-16 10:49;2025-06-23 10:00;2025-06-23 14:43;;Manuel Rodriguez 759;5;Estimado;CLP;350000;350000;350000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;1;0;;se cancela, referente desiste de la compra;;;;2;1;1
1057532-437-COT25;F3-133-AVP//Adquisición - Insumos e implementos para realizar el aseo y confort de usuarios/as con Dependencia Severa/DAP;El oferente interesado en participar debe ofertar la totalidad del requerimiento, además deberá adjuntar un respaldo fotográfico de las sabanillas, como también debe indicar el plazo de entrega, ya sea en días corridos o hábiles. Las ofertas que cumplan con los requisitos antes mencionados, será sometidas a la correspondiente evaluación.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-19 10:00;2025-06-21 04:02;2025-06-17 15:57;2025-06-19 10:00;2025-06-23 11:40;;Manuel Rodriguez #759;5;Estimado;CLP;2000000;2000000;2000000;;;52937107;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;14;0;;;;False;False;1;1;14
1057532-426-COT25;F1-227-NAM / BAUL CONTENEDOR PLASTICO;SE REQUIRE LA COMPRA DE BAUL CONTENEDOR PLASTICO  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-16 08:00;2025-06-19 23:37;2025-06-12 16:22;2025-06-16 08:00;2025-06-23 09:24;;Av. Manuel Rodriguez #759;3;Estimado;CLP;60000;60000;60000;;;52934490;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;5;0;;;;;;2;1;5
1057922-54-COT25;F5-010-IVO//ADQ. DE EQUIPOS Y EQUIPAMIENTO PLAN NACIONAL DEL CANCER / TRITURADOR DE COMPRIMIDOS;REPOSICIÓN Y ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO PARA EL SERVICIO DE SALUD OSORNO, CONTEMPLADOS POR PLAN NACIONAL DEL CÁNCER 2025;6;desierta;Desierta;2;Segundo llamado;2025-06-02 17:00;2025-06-06 22:32;2025-05-30 10:05;2025-06-06 22:32;2025-06-23 08:46;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;3600000;3600000;3600000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;2;0;;OFERTAS NO SE AJUSTAN A REQUERIMIENTOS TECNICOS PARA PODER EVALUAR;;;;2;1;2
1057922-53-COT25;F5-010-IVO//ADQ. DE EQUIPOS Y EQUIPAMIENTO PLAN NACIONAL DEL CANCER / SELLADORA DE PEDESTAL;REPOSICIÓN Y ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO PARA EL SERVICIO DE SALUD OSORNO, CONTEMPLADOS POR PLAN NACIONAL DEL CÁNCER 2025;6;desierta;Desierta;2;Segundo llamado;2025-06-02 17:00;2025-06-06 23:17;2025-05-30 10:04;2025-06-06 23:17;2025-06-23 08:37;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;1200000;1200000;1200000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;1;0;;PROVEEDOR NO ADJUNTA ANTECEDENTES PARA PODER EVALUAR OFERTA.;;;;2;1;1
1057532-442-COT25;F1-228-MAR ADQUISICION DE INSUMOS PARA CAFETERIA.;F1-228-MAR ADQUISICION DE INSUMOS PARA CAFETERIA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-23 07:00;2025-06-27 05:06;2025-06-19 08:53;2025-06-23 07:00;2025-06-23 07:57;;MANUEL RODRIGUEZ 759 OSORNO.;8;Estimado;CLP;150000;150000;150000;;;52933641;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;2;0;;;;False;True;1;10;2
1057532-443-COT25;F1-228-MAR ADQUISICION DE INSUMOS PARA CAFETERIA.;F1-228-MAR ADQUISICION DE INSUMOS PARA CAFETERIA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-23 07:00;2025-06-27 03:01;2025-06-19 10:58;2025-06-23 07:00;2025-06-23 07:54;;MANUEL RODRIGUEZ 759 OSORNO.;8;Estimado;CLP;48000;48000;48000;;;52933630;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;2;0;;;;True;True;1;4;2
1057532-445-COT25;F1-190-MAR ADQUISICION DE INSUMOS PARA CAFETERIA.;F1-190-MAR ADQUISICION DE INSUMOS PARA CAFETERIA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-23 07:00;2025-06-26 22:33;2025-06-19 15:26;2025-06-23 07:00;2025-06-23 07:51;;MANUEL RODRIGUEZ 759 OSORNO;8;Estimado;CLP;130000;130000;130000;;;52933621;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;1;0;;;;False;True;0;8;1
1057532-446-COT25;F1-190-MAR ADQUISICION DE INSUMOS PARA CAFETERIA.;F1-190-MAR ADQUISICION DE INSUMOS PARA CAFETERIA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-23 07:00;2025-06-26 22:06;2025-06-19 15:53;2025-06-23 07:00;2025-06-23 07:47;;MANUEL RODRIGUEZ 759 OSORNO.;8;Estimado;CLP;65000;65000;65000;;;52933612;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;3;0;;;;True;True;0;4;3
1057532-431-COT25;F1-126-AVP/Compra de papelería y material de oficina para ejecución de capacitaciones//DAP;El oferente interesado en participar debe ofertar la totalidad del requerimiento, además deberá adjuntar un respaldo fotográfico de los Artículos de Oficina , como también debe indicar el plazo de entrega, ya sea en días corridos o hábiles. Las ofertas que cumplan con los requisitos antes mencionados, será sometidas a la correspondiente evaluación. se adjunta referencia del requerimiento;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-06-17 11:00;2025-06-21 10:17;2025-06-13 11:42;2025-06-17 11:00;2025-06-23 02:44;;Manuel Rodriguez 759;5;Estimado;CLP;500000;500000;500000;;;52939419;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;4;0;;;;;;1;3;4
