CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057727-47-COT25;F2-2-DRO| FULL DAY HPMQ;FULL DAY;6;desierta;Desierta;1;Primer llamado;2025-09-29 10:00;2025-10-01 08:53;2025-09-27 11:06;2025-09-29 10:00;2025-09-29 16:37;;QUILACAHUIN S/N RUTA U10 K38;2;Disponible;CLP;2000000;2000000;2000000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienestar;10;Región de los Lagos ;0;2;0;;Restructuración de FSC;;False;False;1;1;2
1057727-48-COT25;F2-2-DRO| FULL DAY HPMQ;CARGA DE TARJETA PARA COMPRA DE ALIMENTACION EN ACTIVIDADES A REALIZAR;6;desierta;Desierta;2;Segundo llamado;2025-09-28 12:00;2025-09-29 12:39;2025-09-27 11:20;2025-09-29 12:39;2025-09-29 14:25;;QUILACAHUIN S/N RUTA U10 K38;1;Disponible;CLP;800000;800000;800000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienestar;10;Región de los Lagos ;0;2;0;;restructuración solicitud de compras;;False;False;0;1;2
1057922-126-COT25;F5-034-BMC-ADQUISICION INCUBADORA DE LECTURA RAPIDA PARA CESFAM CON SAR CHUYACA;Adquisición de equipos médicos y no médicos para CESFAM con SAR Chuyaca, Osorno.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-26 10:00;2025-09-29 12:14;2025-09-23 07:45;2025-09-26 10:00;2025-09-29 11:47;;Amador Barrientos #2360;5;Estimado;CLP;1628000;1628000;1628000;;;53516724;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;2;0;;;;False;False;2;1;2
1057727-35-COT25;FSC1 - 2 - IMPLEMENTOS TENIS DE MESA PROYECTO BIENESTAR HFSLKMM;FSC1 - 2 - IMPLEMENTOS TENIS DE MESA PROYECTO BIENESTAR Despacho: Sector Lafquelmapu S/N, comuna San Juan de la Costa, Hospital Intercultural Füta Srüka Lawenche künko Mapu Mo  Presupuesto Disponible $500.000;6;desierta;Desierta;1;Primer llamado;2025-09-23 14:55;2025-09-24 14:57;2025-09-22 14:52;2025-09-23 14:55;2025-09-29 09:21;;Sector Lafquelmapu s/n;5;Estimado;CLP;500000;500000;500000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienestar;10;Región de los Lagos ;0;1;0;;Oferta sobrepasa el presupuesto, se hará un nuevo llamado.;;False;False;0;5;1
1057727-45-COT25;F1-10-DRO | FULL DAY HPMQ;MONITOR/A CAPACITADO/A EN COACHING O INTERVENCIONES DE LIDERAZGO Y TRABAJO EN EQUIPO;4;proveedor_seleccionado;Proveedor seleccionado;2;Segundo llamado;2025-09-25 15:45;2025-09-26 18:07;2025-09-24 15:33;2025-09-26 18:07;2025-09-29 09:13;;QUILACAHUIN S/N RUTA U10 K38;1;Estimado;CLP;500000;500000;500000;;;53513627;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienestar;10;Región de los Lagos ;0;1;0;;;;False;False;1;1;1
1077241-109-COT25;F1-381-RUA// Insumos para Ruta Médica 4to. Llamado;Se requiere la compra de insumo para utilizar en Ruta Médica, Plazo máximo de entrega 5 días hábiles, las ofertas que superen el plazo indicado o no lo informe serán declaradas INADMISIBLES. El formulario N°2 debe completarse y subirse de forma obligatoria.;6;desierta;Desierta;2;Segundo llamado;2025-09-23 11:00;2025-09-24 17:26;2025-09-22 07:55;2025-09-24 17:26;2025-09-29 07:37;;Avda. Manuel Rodriguez 759, bodega general At. Cecilia Garay / José Luis Vallejos, Osorno, Región de los Lagos, Osorno, Región de los Lagos;5;Estimado;CLP;30000;30000;30000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;1;0;;Oferta declarada inadmisible;;False;False;1;1;1
1057532-708-COT25;F1-426-MAR ADQUISICION DE ALIMENTO SALUDABLE.;ADQUISICION DE ALIMENTO SALUDABLE.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-29 07:00;2025-10-02 05:07;2025-09-26 08:52;2025-09-29 07:00;2025-09-29 02:36;;MANUEL RODRIGUEZ 759 OSORNO.;7;Estimado;CLP;70000;70000;70000;;;53518976;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;3;0;;;;True;True;1;4;3
1057532-709-COT25;F1-MAR 426 ADQUISICION DE AGUA MINERAL SIN GAS.;ADQUISICION DE AGUA MINERAL SIN GAS.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-29 08:00;2025-10-02 06:51;2025-09-26 09:08;2025-09-29 08:00;2025-09-29 02:30;;MANUEL RODRIGUEZ 759 OSORNO.;8;Estimado;CLP;60000;60000;60000;;;53518916;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;6;0;;;;False;True;0;1;6
1057532-696-COT25;F2-350-VMA / ARRIENDO DE VEHÍCULO (2 MESES);Arriendo mensual de vehículo (camioneta doble cabina) para realizar despliegue de equipos MINSAL en toda la red por 2 meses, traslado de funcionarios y de cajas con computadores nuevos, desde el SSO hacia los diferentes dispositivos y hospitales comunales dependientes del SS Osorno.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-25 14:30;2025-09-27 18:30;2025-09-23 10:29;2025-09-25 14:30;2025-09-29 02:25;;Av. Juan Mackenna #825;3;Disponible;CLP;2750000;2750000;2750000;;;53518848;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;2;0;;;;False;False;2;1;2
1077241-112-COT25;F1-474-MAR ADQUISICION DE PENDON.;ADQUISICION DE PENDON.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-29 07:00;2025-10-02 02:49;2025-09-26 11:10;2025-09-29 07:00;2025-09-29 02:23;;MANUEL RODRIGUEZ 759 OSORNO;8;Estimado;CLP;180000;180000;180000;;;53518822;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;4;0;;;;False;True;1;1;4
