CodigoCompraAgil;IDDocumento;NombreDocumento
1057922-60-COT25;811714;EETT_TENSIOMETRO DIGITAL.xlsx
1057922-60-COT25;811715;Formulario N°1 (3).docx
1057922-59-COT25;857063;EETT_MONITOR S.V. BÁSICO.xlsx
1057922-59-COT25;857064;Formulario N°1 (3).docx
1057922-61-COT25;779899;EETT_CONGELADOR CLÍNICO.xlsx
1057922-61-COT25;779900;Formulario N°1 (3).docx
1057922-62-COT25;188922;EETT_ENCAPSULADORA N3.xlsx
1057922-62-COT25;188923;Formulario N°1 (3).docx
1057922-51-COT25;855496;EETT_ENCAPSULADORA N3.xlsx
1057922-51-COT25;855497;Formulario N°1.docx
1057922-49-COT25;188624;EETT_CONGELADOR CLÍNICO.xlsx
1057922-49-COT25;188625;Formulario N°1.docx
1077241-60-COT25;857649;Solicitud SERVICIO COLACIONES.docx
1057532-408-COT25;812977;Formularios.docx
1057532-408-COT25;812978;TÉRMINOS DE REFERENCIA RX 28.05.2025 (6).docx
1077241-58-COT25;803781;MACETERO + BANQUILLOS - Taller Huerto Especificaciones  (2).docx
1077241-58-COT25;803782;Anexo Proveedor N°1.docx
1057532-404-COT25;819627;EETT MANTENCIÓN SISTEMA RESPALDO DE AP SAMU.pdf
1057532-404-COT25;819628;Formulario N°2, Presupuesto Detallado.xlsx
