CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1077241-25-COT25;F1-103-NAM / Accesorios de Cuidado Personal y Hogar;SE REQUIERE LA COMPRA DE  Accesorios de Cuidado Personal y Hogar  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;5;cancelada;Cancelada;2;Segundo llamado;2025-04-22 14:15;2025-04-24 15:02;2025-04-21 11:44;2025-04-24 15:02;2025-04-25 12:49;2025-04-25 12:49;Av. Manuel Rodriguez #759;3;Disponible;CLP;103000;103000;103000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;0;0;0;Sin Ofertas;;;;;2;5;0
1057532-259-COT25;F1-132-NAM / MATERIAL DE LIBRERIA + TERMOLAMINADORA A4;SE REQUIERE LA COMPRA DE  MATERIAL DE LIBRERIA + TERMOLAMINADORA A4 SEGUN EETT ADJUNTAS.  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;2;Segundo llamado;2025-04-23 08:00;2025-04-25 04:10;2025-04-21 16:18;2025-04-25 04:10;2025-04-25 11:50;;Av. Manuel Rodriguez #759;4;Disponible;CLP;470000;470000;470000;;;52596651;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;2;0;;;;;;2;25;2
1057532-272-COT25;F1-114-NAM / 1 PENDON;SE REQUIERE LA COMPRA DE 1 PENDONES SEGUN EETT 1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor. 2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas 3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-04-24 14:00;2025-04-25 15:14;2025-04-23 12:47;2025-04-24 14:00;2025-04-25 11:30;;Av. Manuel Rodriguez #759;3;Estimado;CLP;60000;60000;60000;;;52596308;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;7;0;;;;;;4;1;7
1057532-265-COT25;F1-105-AVP/INSUMOS PARA DESARROLLAR EL TALLER DE BAILE DEL COSAM ORIENTE;El oferente interesado en participar debe ofertar la totalidad del requerimiento, además deberá adjuntar un respaldo fotográfico de los Insumos, como también debe indicar el plazo de entrega, ya sea en días corridos o hábiles. Las ofertas que cumplan con los requisitos antes mencionados, será sometidas a la correspondiente evaluación.  observar adjunto con referencia de los insumos solicitados;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-04-25 09:00;2025-04-28 07:39;2025-04-22 10:21;2025-04-25 09:00;2025-04-25 11:11;;Manuel Rodríguez #759;5;Estimado;CLP;321990;321990;321990;;;52595957;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;3;0;;;;;;1;11;3
1077241-24-COT25;F1-103-NAM / ADQUISICIÓN: ARTICULOS DE OFICINA;SE REQUIERE LA COMPRA DE ARTICULOS DE OFICINA  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días corridos el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-04-22 14:00;2025-04-23 16:27;2025-04-21 11:33;2025-04-22 14:00;2025-04-25 11:03;;Av. Manuel Rodriguez #759;3;Disponible;CLP;123000;123000;123000;;;52595807;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;0;2;0;;;;;;2;7;2
1077241-26-COT25;F1-103-NAM / ARTICULOS DE ASEO Y HIGIENE / COSAM ORIENTE;SE REQUIERE LA COMPRA DE ARTICULOS DE ASEO Y HIGIENE, SEGUN EETT ADJUNTAS  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-04-22 14:30;2025-04-23 16:36;2025-04-21 12:24;2025-04-22 14:30;2025-04-25 10:41;;Av. Manuel Rodriguez #759;3;Disponible;CLP;40000;40000;40000;;;52595384;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;0;2;0;;;;;;2;6;2
1057532-242-COT25;F1-109-MAR ADQUISICION DE INSUMOS CLINICOS.;ADQUISICION DE INSUMOS CLINICOS.;5;cancelada;Cancelada;1;Primer llamado;2025-04-17 08:40;2025-04-18 08:50;2025-04-16 08:30;2025-04-17 08:40;2025-04-25 09:52;2025-04-25 09:52;MANUEL RODRIGUEZ 759 OSORNO;1;Estimado;CLP;90000;90000;90000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;3;0;SE DEJA SIN EFECTO LA COMPRA POR TEMAS ADMONISTRATIVO.;;;;;0;3;3
1057532-251-COT25;F1-109-MAR ADQUISICION DE INSUMOS CLINICOS;ADQUISICION DE INSUMOS CLINICOS;5;cancelada;Cancelada;1;Primer llamado;2025-04-21 09:00;2025-04-25 08:35;2025-04-17 09:26;2025-04-21 09:00;2025-04-25 09:30;2025-04-25 09:30;MANUEL RODRIGUEZ 759 OSORNO;1;Estimado;CLP;150000;150000;150000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;6;0;SE CANCELA POR FALTA DE PRESUPUESTO.;;;;;1;3;6
1057532-278-COT25;F1-154-MAR ADQUISICION DE UN SERVICIO DE CAFETERIA.;ADQUISICION DE UN SERVICIO DE CAFETERIA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-04-25 09:00;2025-04-26 09:36;2025-04-24 08:25;2025-04-25 09:00;2025-04-25 09:09;;INACAP OSORNO.;1;Estimado;CLP;465000;465000;465000;;;52593705;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;2;0;;;;;;1;1;2
1057532-275-COT25;F1-116-MAR ADQUISICION DE INSUMOS PARA CAFETERIA.;ADQUISICION DE INSUMOS PARA CAFETERIA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-04-24 15:55;2025-04-25 16:01;2025-04-23 15:49;2025-04-24 15:55;2025-04-25 07:37;;MANUEL TODRIGUEZ 759 OSRNO.;1;Estimado;CLP;1650000;1650000;1650000;;;52593095;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;2;0;;;;;;1;17;2
