CodigoCompraAgil;IDDocumento;NombreDocumento
1057922-148-COT25;306549;EETT_BASURERO EMPOTRADO.xlsx
1057922-148-COT25;306550;Formulario N°1.docx
1057532-874-COT25;316201;FORMULARIOS COMPRA ÁGIL.docx
1057532-874-COT25;316202;Formulario EETT_1.docx
1057532-877-COT25;256262;FORMULARIOS COMPRA ÁGIL.docx
1057532-877-COT25;256263;Formulario EETT_2.docx
1057727-85-COT25;216142;ESPECIFICACIONES SACO DE BOX.docx
1057727-85-COT25;216143;FORMULARIO Nº 1A.docx
1057532-870-COT25;314001;Especificaciones Técnicas  - Libreria - 50640.docx
1057532-870-COT25;314002;Anexo Proveedor N°1 (19).docx
1057532-869-COT25;277630;Especificaciones Técnicas  - Cafetira - 167702.docx
1057532-869-COT25;277631;Anexo Proveedor N°1 (18).docx
1057532-872-COT25;250047;BASES TÉCNICAS_NEUMATICOS VEHICULOS SSO.docx
1057532-872-COT25;250048;Formularios Editables_Vehiculos SSO.docx
1057532-832-COT25;312526;EE.TT.docx
1057532-832-COT25;312527;Formulario N°1, Identificación del Proveedor.docx
1057532-878-COT25;256145;EETT 415_caja y maletas.pdf
1057532-890-COT25;274800;TERMINOS DE REFERENCIA ARCHICAD 24.03.docx
1057532-891-COT25;283714;TERMINOS DE REFERENCIA ARCHICAD 24.03.docx
1057532-893-COT25;224876;TERMINOS DE REFERENCIA ARCHICAD 24.03.docx
