CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057532-715-COT25;F2-320-VMA / MATERIAL DIDÁCTICO PROGRAMA ELIGE VIDA SANA;Adquisición de material didáctico para usuarios del Programa Elige Vida Sana;6;desierta;Desierta;2;Segundo llamado;2025-10-01 15:30;2025-10-03 08:00;2025-09-30 14:54;2025-10-03 08:00;2025-10-06 15:16;;Manuel Rodríguez #759;4;Disponible;CLP;1194000;1194000;1194000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;0;0;;no se recibieron oferentes;;False;False;2;6;0
1057532-731-COT25;F2-422-VMA / TRASLADO DE MOBILIARIO / BIENESTAR;Servicio de traslado de mobiliario consistente en la disposición de un (01) camión, para el traslado de mobiliario desde la Unidad de Bienestar desde el Hospital Base San José de Osorno hacia Edificio ubicado en Manuel Rodríguez #759.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-10-06 09:00;;2025-10-03 11:26;2025-10-06 09:00;2025-10-06 12:18;;Guillermo Bühler #1765;1;Disponible;CLP;800000;800000;800000;;;53562536;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;6;0;;;;False;False;2;1;6
1057727-58-COT25;F1-F06-PLC-PROYECTO TERAPIAS COMPLEMENTARIAS HPO;Implementar un programa de terapias complementarias dirigido a los funcionarios del Hospital de Puerto Octay con el fin de promover el bienestar físico, emocional y mental, contribuyendo a mejorar su calidad de vida y desempeño laboral.;6;desierta;Desierta;2;Segundo llamado;2025-10-03 21:00;2025-10-06 00:51;2025-10-01 17:08;2025-10-06 00:51;2025-10-06 10:47;;Pedro Montt 601;3;Disponible;CLP;500000;500000;500000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienestar;10;Región de los Lagos ;1;0;0;;Sin ofertas.;;False;False;2;1;0
1057532-699-COT25;F1-414-VMA / vasos y cucharas desechables, revolvedores;Retomar iniciativa del “Café Amigable” para pacientes en sala de espera, celebraciones orientadas a fechas relevantes del dispositivo PRAIS.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-25 15:30;2025-09-26 20:05;2025-09-24 10:54;2025-09-25 15:30;2025-10-06 09:39;;Manuel Rodríguez #759;4;Disponible;CLP;49000;49000;49000;;;53559194;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;4;0;;;;False;False;2;3;4
1057532-722-COT25;F1-494-NAM / MICROFONO;SE REQUIERE LA COMPRA DE MICROFONO SEGUN EETT  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-10-03 11:00;2025-10-04 12:20;2025-10-02 09:39;2025-10-03 11:00;2025-10-06 09:15;;Av. Manuel Rodriguez #759;4;Estimado;CLP;200000;200000;200000;;;53558713;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;5;0;;;;False;False;2;1;5
1077241-119-COT25;F1-503-MAR ADQUISICION DE INSUMOS PARA COLACION.;ADQUISICION DE INSUMOS PARA COLACION.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-10-03 15:00;2025-10-04 15:34;2025-10-02 14:25;2025-10-03 15:00;2025-10-06 08:12;;MANUEL RODRIGUEZ 759 OSORNO;8;Estimado;CLP;690000;690000;690000;;;53558077;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;7;0;;;;False;True;1;4;7
1057532-689-COT25;Adquisición de insumos de oximetría y termógrafos para Campaña de Invierno;Contar con insumos necesarios en los vacunatorios de la red asistencial, para asegurar la adecuada mantención de vacunas en contexto de estrategias de vacunación extramural, garantizando la seguridad de la administración de éstas a la población. Además, contar con insumos que permitan tener un monitoreo continuo, oportuno y confiable del estado de saturación de oxígeno de pacientes pediátricos y neonatales que se hospitalizan por cuadros respiratorios o condiciones críticas.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-24 12:00;2025-09-26 06:49;2025-09-22 17:10;2025-09-24 12:00;2025-10-06 05:21;;Manuel Rodríguez N°759, Osorno;5;Estimado;CLP;3710000;3710000;3710000;;;53567011;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;4;0;;;;False;False;2;4;4
1077241-123-COT25;F1-506-MAR ADQUISICION DE PINES.;ADQUISICION DE PINES.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-10-05 20:00;2025-10-08 06:07;2025-10-03 09:52;2025-10-05 20:00;2025-10-06 03:19;;MANUEL RODRIGUEZ 759 OSORNO;8;Estimado;CLP;690000;690000;690000;;;53564881;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;4;0;;;;False;True;1;1;4
1077241-122-COT25;F1-481-MAR ADQUISICION DE ESPEJOS DE BOLSILLOS Y PASTILLEROS SEMANALES.;ADQUISICION DE ESPEJOS DE BOLSILLOS Y PASTILLEROS SEMANALES.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-10-05 20:00;2025-10-09 00:47;2025-10-02 15:12;2025-10-05 20:00;2025-10-06 03:13;;MANUEL RODRIGUEZ 759 OSORNO;8;Estimado;CLP;600000;600000;600000;;;53564774;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;6;0;;;;False;True;1;2;6
1077241-121-COT25;F1-477-MAR ADQUISICION DE LANYARD.;ADQUISICION DE LANYARD.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-10-05 20:00;2025-10-09 01:00;2025-10-02 14:59;2025-10-05 20:00;2025-10-06 03:05;;MANUEL RODRIGUEZ 759 OSORNO;8;Estimado;CLP;400000;400000;400000;;;53564640;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;11;0;;;;False;True;1;1;11
