CodigoCompraAgil;IDDocumento;NombreDocumento
1077241-22-COT25;1093007;STICKERS FCN°81.docx
1057922-24-COT25;1188079;Forma de Facturacion Gobierno Regional de los Lagos PSR CHAN CHAN.docx
1057922-24-COT25;1188080;Formulario N°1.docx
1057922-24-COT25;1188081;EETT_OXÍMETRO DE PULSO.xlsx
1057922-25-COT25;1188074;Forma de Facturacion Gobierno Regional de los Lagos PSR CHAN CHAN.docx
1057922-25-COT25;1188075;Formulario N°1.docx
1057922-25-COT25;1188076;EETT_BALANZA CON PLATAFORMA.xlsx
1057922-27-COT25;479967;EETT_COMPRESERO 40L.xlsx
1057922-27-COT25;479968;Formulario N°1.docx
1057532-135-COT25;1081889;LIMPIEZA - Especificaciones Técnicas .docx
1057532-135-COT25;1081890;Anexo Proveedor N°1.docx
1057922-22-COT25;1106100;Forma de Facturacion Gobierno Regional de los Lagos PSR CHAN CHAN.docx
1057922-22-COT25;1106101;Formulario N°1.docx
1057922-22-COT25;1106102;EETT_LINTERNA DE EXAMEN.xlsx
1057922-21-COT25;1106154;Formulario N°1.docx
1057922-21-COT25;1106155;Forma de Facturacion Gobierno Regional de los Lagos PSR CHAN CHAN.docx
1057922-21-COT25;1106156;EETT_FREEZER.xlsx
1057922-21-COT25;1106157;EETT_HERVIDOR.xlsx
1057922-21-COT25;1106158;EETT_LAVADORA-SECADORA.xlsx
1057922-21-COT25;1106159;EETT_MICROONDAS.xlsx
1057922-21-COT25;1106160;EETT_REFRIGERADOR 120 L.xlsx
1057922-21-COT25;1106161;EETT_REFRIGERADOR MEDIANO.xlsx
1057922-18-COT25;1106182;Forma de Facturacion Gobierno Regional de los Lagos PSR CHAN CHAN.docx
1057922-18-COT25;1106183;Formulario N°1.docx
1057922-18-COT25;1106184;EETT_TELEVISOR CON SOPORTE A MURO.xlsx
1057922-17-COT25;1184829;Forma de Facturacion Gobierno Regional de los Lagos PSR CHAN CHAN.docx
1057922-17-COT25;1184830;Formulario N°1.docx
1057922-17-COT25;1184831;EETT_EQUIPO MUSICA.xlsx
