CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057532-903-COT25;F2-397-AVP//Contratar a 3 Relatores para Capacitaciones de Fortalecimiento de Organizaciones// Dpto. Participación Ciudadana;SE REQUIERE CONTRATAR PARA EL DIA(15 DE DICIEMBRE 2025) A 3 RELATORES CON EXPERIENCIA EN SALUD INTERCULTURAL, COSMOVISION MAPUCHE, HISTORIAS PUEBLOS ORIGINARIOS, DIAGNOSTICO ORGANIZACIONAL, PARTICIPACION SOCIAL EN SALUD, esto debe ser acreditado con certificación, debe entregar una pauta para el encuentro. esto debe ser adjuntado en su oferta al igual que los formularios adjuntos para rellenar y firma, considerándose obligatorios.;6;desierta;Desierta;2;Segundo llamado;2025-11-26 15:00;2025-11-28 13:29;2025-11-24 16:30;2025-11-28 13:29;2025-12-01 15:42;;A Convenir;1;Estimado;CLP;180000;180000;180000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;0;0;;Sin Ofertas;;False;True;1;1;0
1057532-894-COT25;F2-415-JOA/Adquisición de cajas plásticas y maleta metálica para Depto. Atención Primaria.;Reponer y renovar material e insumos utilizados en la atención podológica de personas con diabetes mellitus tipo 2,bajo control en programa de salud cardiovascular, de acuerdo a OT ministerial del mismo programa.;6;desierta;Desierta;2;Segundo llamado;2025-11-24 11:00;2025-11-27 14:29;2025-11-21 08:50;2025-11-27 14:29;2025-12-01 14:58;;Av. Manuel Rodriguez 759,;3;Disponible;CLP;123500;123500;123500;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;1;0;;Se recibió una oferta la cual sobrepasa el presupuesto disponible.;;False;False;1;4;1
1057532-885-COT25;F2-371-NAM / SERVICIO DE PRODUCCIÓN PARA JORNADA DE SALUD;SE REQUIERE SERVICIO DE PRODUCCIÓN JORNADA DE INTERCAMBIO DE EXPERIENCIAS CUIDADOS COMUNITARIOS 2025, segun EETT adjuntas  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imágenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días hábiles el plazo de entrega del servicio, dado que se tomará como parte de evaluación de adjudicación;6;desierta;Desierta;2;Segundo llamado;2025-11-21 14:00;2025-11-27 10:33;2025-11-20 12:50;2025-11-27 10:33;2025-12-01 14:45;;Av. Manuel Rodriguez #759;3;Estimado;CLP;2500000;2500000;2500000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;0;0;;SIN OFERTAS;;False;False;2;2;0
1057532-868-COT25;F2-450/CURSO PROTECCIÓN RADIOLÓGICA C/ACREDITACIÓN DE SEREMI SALUD;CAPACITAR AL PERSONAL EN PRÁCTICAS SEGURAS DE RADIOLOGIA, GARANTIZANDO EL CUMPLIMIENTO DE ESTANDARES DE PROTECCIÓN RADIOLOGICA EN BENEFICIO DE PACIENTES Y TRABAJADORES. DE ACUERDO A ESPECIFICACIONES TÉCNICAS ADJUNTAS.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-11-19 15:00;2025-11-24 14:51;2025-11-14 15:08;2025-11-19 15:00;2025-12-01 12:55;;A CONVENIR;30;Estimado;CLP;1650000;1650000;1650000;;;53929479;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;3;0;;;;False;False;2;1;3
1180747-58-COT25;F5-042-BMC-ADQUISICION EQUIPAMIENTO PARA PSR CHAN CHAN;Adquisición de equipos y equipamiento para habilitación de Posta Salud Rural Chan Chan, con brecha presupuestaria;6;desierta;Desierta;2;Segundo llamado;2025-11-19 15:00;2025-11-21 17:51;2025-11-17 12:08;2025-11-21 17:51;2025-12-01 11:25;;AMADOR BARIENTOS #2360 (BASE SAMU);5;Estimado;CLP;333000;333000;333000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Compras Convenio GORE Region de Los Lagos;10;Región de los Lagos ;1;0;0;;Compra ágil sin ofertas.;;False;False;5;3;0
1180747-53-COT25;F5-042-BMC-ADQUISICION DE EQUIPAMIENTO PARA HABILITACION PSR CHAN CHAN;Adquisición de equipos y equipamiento para habilitación de Posta Salud Rural Chan Chan, con brecha presupuestaria;6;desierta;Desierta;2;Segundo llamado;2025-11-19 15:00;2025-11-21 17:23;2025-11-17 12:36;2025-11-21 17:23;2025-12-01 11:24;;AMADOR BARRIENTOS #2360;5;Estimado;CLP;1680000;1680000;1680000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Compras Convenio GORE Region de Los Lagos;10;Región de los Lagos ;1;0;0;;Compra ágil sin ofertas.;;False;False;7;5;0
1180747-57-COT25;F5-042-BMC-ADQUISICION SET EVALUACION DESARROLLO PSICOMOTOR (INCLUYE TEPSI Y EEDP) PARA HABILITACION PSR CHAN CHAN;Adquisición de equipos y equipamiento para habilitación de Posta Salud Rural Chan Chan, con brecha presupuestaria;6;desierta;Desierta;1;Primer llamado;2025-11-19 15:00;2025-11-21 18:15;2025-11-17 11:44;2025-11-19 15:00;2025-12-01 11:19;;MANUEL RODRIGUEZ #759;5;Estimado;CLP;495000;495000;495000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Compras Convenio GORE Region de Los Lagos;10;Región de los Lagos ;1;5;0;;Error de digitación en la publicación de la compra ágil, se realizará un nuevo llamado.;;False;False;3;1;5
1057532-905-COT25;F2-426-NAM / MANTENCIÓN PLOTTER CANON IPF670;SE REQUIRE EL SERVICIO DE MANTENCIÓN PLOTTER CANON IPF670 1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada (archivo proveedor), según ee.tt 3) Debe indicar en días hábiles del plazo de entrega del servicio 4) Acreditar con archivo, el giro de actividades relacionadas con el servicio técnico de impresoras;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-11-27 10:00;2025-11-28 10:44;2025-11-26 09:15;2025-11-27 10:00;2025-12-01 10:43;;Av. Juan Mackenna 825;5;Estimado;CLP;440300;440300;440300;;;53926889;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;2;0;;;;False;False;2;1;2
1057922-162-COT25;F5-037-BMC-ADQUISICION MALETIN TRANSPORTE DE MUESTRAS Y TERMOHIROMETRO PARA CECOSF EL ENCANTO;Adquisición de equipos y equipamiento para habilitación de CECOSF El Encanto, comuna de Puyehue.;6;desierta;Desierta;2;Segundo llamado;2025-11-19 11:00;2025-11-27 12:09;2025-11-17 14:33;2025-11-27 12:09;2025-12-01 09:55;;MANUEL RODRIGUEZ #759;5;Estimado;CLP;95000;95000;95000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;0;0;;SIN OFERTAS;;False;False;4;2;0
1057922-159-COT25;F5-037-BMC-ADQUISICION DE CAMILLAS EXAMEN Y SET SILLAS DE RUEDAS PARA CECOSF EL ENCANTO;Adquisición de equipos y equipamiento para habilitación de CECOSF El Encanto, comuna de Puyehue.;6;desierta;Desierta;2;Segundo llamado;2025-11-19 11:00;2025-11-27 13:21;2025-11-17 12:57;2025-11-27 13:21;2025-12-01 09:53;;AMADOR BARIENTOS #2360 (BASE SAMU);5;Estimado;CLP;1385000;1385000;1385000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;1;0;;NO CUMPLE CON EETT;;False;False;4;2;1
