CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057532-724-COT25;F2-295-AVP//Mel 2025//Unidad Safu;Se requiere la compra de 2 refrigeradores y 2 Visicooler,  se debe adjuntar ficha técnica y Cotización, debe indicar el plazo de entrega, ya sea en días corridos o hábiles y dirección del servicio técnico dentro de la ciudad de Osorno, Las ofertas que no cumplan con los requisitos antes mencionados, no serán sometidas a la correspondiente evaluación.;6;desierta;Desierta;2;Segundo llamado;2025-10-07 10:00;2025-10-12 10:10;2025-10-02 10:42;2025-10-12 10:10;2025-10-16 17:47;;Manuel Rodríguez 759;5;Disponible;CLP;1080000;1080000;1080000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;2;0;;SE DECLARA DESIERTA POR QUE LAS OFERTAS NO CUMPLEN CON LO REQUERIDO, 1 SOBREPASA PRESUPUESTO Y 2 SEGUNDA NO ADJUNTA FORMULARIOS LLENADOS Y FIRMADOS;;False;False;1;2;2
1057532-725-COT25;F2-295-AVP//Compras Mel 2025// Unidad Safu;Se requiere la compra de 1 Microondas, 1 Horno Eléctrico 1 Cafetera, se debe adjuntar ficha técnica y Cotización, debe indicar el plazo de entrega, ya sea en días corridos o hábiles y dirección del servicio técnico dentro de la ciudad de Osorno, Las ofertas que no cumplan con los requisitos antes mencionados, no serán sometidas a la correspondiente evaluación.;6;desierta;Desierta;2;Segundo llamado;2025-10-07 10:30;2025-10-12 10:22;2025-10-02 10:59;2025-10-12 10:22;2025-10-16 16:10;;Manuel Rodríguez 759;5;Disponible;CLP;685000;685000;685000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;1;0;;No cumple 100% con las codicioens solicitadas de adjuntaos para firma;;False;False;1;3;1
1057532-726-COT25;F2-295-AVP//Compras Mel // año 2025//Unidad Safu;Se requiere la compra de 1 Estufa Eléctrica Infrarroja y 1 aire acondicionado, se debe adjuntar ficha técnica y Cotización, debe indicar el plazo de entrega, ya sea en días corridos o hábiles y dirección del servicio técnico dentro de la ciudad de Osorno, Las ofertas que no cumplan con los requisitos antes mencionados, no serán sometidas a la correspondiente evaluación.;6;desierta;Desierta;1;Primer llamado;2025-10-07 11:00;2025-10-12 10:35;2025-10-02 11:24;2025-10-07 11:00;2025-10-16 15:22;;Manuel Rodríguez 759;5;Estimado;CLP;920000;920000;920000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;1;0;;se declara desierta por no cumplimiento de llenar, firmar y adjuntar formulario, ademas de no cumplir con servicio tecnico en la cuidad de osorno;;False;False;1;2;1
1057532-759-COT25;F1-422-MAR ADQUISICION DE MATERIALES PARA DIBUJO.;ADQUISICION DE MATERIALES PARA DIBUJO.;6;desierta;Desierta;1;Primer llamado;2025-10-15 09:30;2025-10-16 10:22;2025-10-14 08:37;2025-10-15 09:30;2025-10-16 14:30;;MANUEL RODRIGUEZ 759 OSORNO;8;Disponible;CLP;600000;600000;600000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;1;0;;PRODUCTO NO CUMPLE CON LAS EE.TT SOLICITADA.;;True;True;1;5;1
1057532-765-COT25;F2-381-VMA / GLOBOS PERSONALIZADOS;Globos personalizados para ejecución en actividades relacionadas al cáncer de mama en su mes de conmemoración;5;cancelada;Cancelada;1;Primer llamado;2025-10-17 16:00;2025-10-18 19:24;2025-10-16 12:35;2025-10-17 16:00;2025-10-16 12:48;2025-10-16 12:48;Manuel Rodríguez #759;2;Estimado;CLP;300000;300000;300000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;0;0;ERROR EN UNIDAD DE COMPRA;;;False;False;2;1;0
1057532-761-COT25;F1-511-MAR ADQUISICION DE INSUMOS PARA TALLER.;ADQUISICION DE INSUMOS PARA TALLER.;6;desierta;Desierta;1;Primer llamado;2025-10-15 10:30;2025-10-16 10:49;2025-10-14 10:10;2025-10-15 10:30;2025-10-16 11:44;;MANUEL RODRIGUEZ 759 OSORNO;8;Estimado;CLP;249000;249000;249000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;1;0;;EE.TT. NO CUMPLEN CON LO SOLICITADO.;;False;False;1;6;1
1057532-753-COT25;F2/134/AVP//Servicio de Cafeteria para Réplica nivel medio mhGAP// Puerto Octay// Salud Mental;Servicio de cafetería de 62 raciones, El oferente debe aceptar, rellenar Y FIRMAR todos los ADJUNTOS, además de entregar el servicio con la mejor disposición, calidad e higiene, además debe adjuntar Patente, Resolución Sanitaria permiso para expender y/o distribución alimentos, protocolo de higiene y certificación de manipuladora de alimentos con 8 horas de capacitación, requerida por el servicio de salud. LA ACTIVIDAD SE REALIZARA EN 2 DIAS, EN JORNADA AM, 17 y 18  de NOVIEMBRE 2025;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-10-15 12:00;2025-10-19 08:22;2025-10-11 15:37;2025-10-15 12:00;2025-10-16 10:10;;ENTREGA EN PTO. OCTAY//, lugar a confirmar;2;Disponible;CLP;261000;261000;261000;;;53632773;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;2;0;;;;False;True;2;1;2
1077241-133-COT25;F1-497-MAR ADQUISICION DE OPALINAS;ADQUISICION DE OPALINAS;4;proveedor_seleccionado;Proveedor seleccionado;2;Segundo llamado;2025-10-14 15:10;2025-10-15 15:34;2025-10-13 14:45;2025-10-15 15:34;2025-10-16 09:56;;MANUEL RODRIGUEZ 759 OSORNO;8;Estimado;CLP;25000;25000;25000;;;53632530;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;2;0;;;;False;True;0;1;2
1057532-758-COT25;F1-465-MAR ADQUISICION DE UN TIMBRE AUTOMATICO.;ADQUISICION DE UN TIMBRE AUTOMATICO.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-10-15 09:00;2025-10-16 09:50;2025-10-14 08:09;2025-10-15 09:00;2025-10-16 09:47;;MANUEL RODRIGUEZ 759 OSORNO;8;Disponible;CLP;20000;20000;20000;;;53632377;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;3;0;;;;False;True;1;1;3
1077241-135-COT25;F1-427-MAR ADQUISICION DE FOLLETERIA.;ADQUISICION DE FOLLETERIA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-10-16 07:00;2025-10-18 03:06;2025-10-14 10:53;2025-10-16 07:00;2025-10-16 09:42;;MANUEL RODRIGUEZ 759 OSORNO.;8;Estimado;CLP;865000;865000;865000;;;53632273;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;1;8;0;;;;False;True;1;3;8
