CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1077241-96-COT25;Adquisición de medicamento para atenciones del equipo clínico que ejecutará la Ruta Médica para Personas en Situación de Calle del Servicio de Salud Osorno, año 2025.;Los medicamentos que se adquieren son definidos por el equipo clínico que realizará las atenciones, posterior a un breve diagnóstico de la población a atender el año 202// El vencimiento debe ser superior a 6 meses.;5;cancelada;Cancelada;1;Primer llamado;2025-09-24 15:00;;2025-09-03 11:24;2025-09-24 15:00;2025-09-04 15:31;2025-09-04 15:31;Av. Manuel Rodriguez 759,;3;Estimado;CLP;100000;100000;100000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Administración de Fondos;10;Región de los Lagos ;0;0;0;Por error en fecha de cierre;;;False;False;1;1;0
1057532-648-COT25;F1-402-VMA / JUEGOS DIDÁCTICOS;Material didáctico para intervenciones individuales y grupales guiados por Nutricionista.;5;cancelada;Cancelada;1;Primer llamado;2025-09-05 14:00;2025-09-07 11:41;2025-09-03 16:18;2025-09-05 14:00;2025-09-04 14:56;2025-09-04 14:56;Manuel Rodríguez #759;5;Disponible;CLP;50000;50000;50000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;1;0;Debido a que ingresó un nuevo requerimiento de compra con artículos similares, se realizará un nuevo llamado con todos los artículos.;;;False;False;2;5;1
1057532-642-COT25;F1-405-NAM / PARLANTE BLUETOOTH CON MICROFONO;SE REQUIERE LA COMPRA DE PARLANTE BLUETOOTH CON MICROFONO SEGUN EETT  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imagenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días habiles el plazo de envio, dado que se tomará como parte de evaluación de adjudicación;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-04 11:00;2025-09-05 11:56;2025-09-03 10:03;2025-09-04 11:00;2025-09-04 11:50;;Av. Manuel Rodriguez #759;3;Estimado;CLP;180000;180000;180000;;;53391147;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;12;0;;;;False;False;2;1;12
1057532-641-COT25;F1-367-NAM / KIT REGULADOR DE GAS FLEXIBLE;SE REQUIERE LA COMPRA DE KIT REGULADOR DE GAS FLEXIBLE;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-04 11:00;2025-09-05 12:11;2025-09-03 09:48;2025-09-04 11:00;2025-09-04 11:41;;Av. Manuel Rodriguez #759;3;Estimado;CLP;40000;40000;40000;;;53390974;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;2;0;;;;False;False;2;1;2
1057532-625-COT25;F1-351-RUA//Cortavientos para funcionarias de terreno/2do llamado;Se necesita la adquisición de 2 cortavientos parar funcionarias de terreno según EE.TT adjuntas. El formulario EE.TT debe ser llenado íntegramente y firmado por el representante legal de la empresa, caso contrario la oferta será declarada inadmisible.;6;desierta;Desierta;1;Primer llamado;2025-09-01 18:00;2025-09-05 03:18;2025-08-29 08:41;2025-09-01 18:00;2025-09-04 11:23;;Avda. Manuel Rodriguez N°759, bodega general At. Cecilia Garay / José Luis Vallejos;10;Estimado;CLP;70000;70000;70000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;1;3;0;;Las ofertas recibidas no dieron cumplimiento técnico y además superaban el monto autorizado;;False;False;2;1;3
1057532-623-COT25;F1-364-DCR/Espejos Convexos Panorámicos para el Edif. Manuel Rodriguez.;Contar con espejos cóncavos en la salida/entrada del acceso vehicular del Edificio Manuel Rodriguez, con la finalidad de aumentar la visión panorámica de conductores que se retiran del establecimiento, en cuanto a vehículos y transeúntes que se movilizan por Av. Manuel Rodríguez.  Adjuntar Anexo N°1 con datos solicitados (adjunto) y cotizacion detallada de lo ofertado.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-02 10:00;2025-09-07 04:09;2025-08-28 15:50;2025-09-02 10:00;2025-09-04 08:20;;Av. Manuel Rodriguez, 759.;7;Estimado;CLP;200000;200000;200000;;;53387604;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;2;0;;;;False;False;1;1;2
1057532-627-COT25;F1-314-VMA / 08 CAJAS ORGANIZADORAS PLÁSTICA;"Cajas organizadoras para Programa de Apoyo a la Salud Mental Infantil ""PASMI""";4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-03 08:00;2025-09-08 05:16;2025-08-29 10:43;2025-09-03 08:00;2025-09-04 04:25;;Manuel Rodríguez #759;5;Disponible;CLP;48000;48000;48000;;;53395550;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;2;0;;;;False;False;2;1;2
1057532-626-COT25;F2-314-VMA / MATERIAL TERAPÉUTICO APOYO SALUD MENTAL INFANTIL;"Material terapéutico para atención de usuarios del Programa de Apoyo a la Salud Mental Infantil ""PASMI"", en APS, favoreciendo las atenciones con insumos adecuados al grupo etario (3 a 9 años) y las necesidades particulares de esta población.";4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-09-03 10:00;2025-09-08 09:41;2025-08-29 10:18;2025-09-03 10:00;2025-09-04 03:54;;Manuel Rodríguez #759;5;Disponible;CLP;828000;828000;828000;;;53395001;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;8;0;;;;False;False;2;7;8
1057532-578-COT25;F1-317-VMA / 02 OXIMETRO Y 01 TOMA DE PRESIÓN DIGITAL;Adquisición de artículos médicos para visitas domiciliarias.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-08-20 14:00;2025-08-26 12:10;2025-08-14 15:49;2025-08-20 14:00;2025-09-04 02:14;;Manuel Rodríguez #759;4;Disponible;CLP;120000;120000;120000;;;53393269;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;12;0;;;;False;False;2;2;12
1057532-577-COT25;F1-317-VMA / 01 MOCHILA PARAMÉDICO Y 02 BOLSOS PARAMÉDICOS;Adquisición de bolsos y mochilas paramédicos para visitas domiciliarias.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-08-20 14:00;2025-08-26 12:22;2025-08-14 15:37;2025-08-20 14:00;2025-09-04 02:13;;Manuel Rodríguez #759;4;Disponible;CLP;190000;190000;190000;;;53393257;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;8;0;;;;False;False;2;2;8
