CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057532-918-COT25;F2-296-VMA / BEBÉ SIMULADOR PARA PRÁCTICA;Material didáctico para las Modalidades de estimulación y Servicio de Pediatría.;5;cancelada;Cancelada;2;Segundo llamado;2025-12-09 09:00;2025-12-13 10:06;2025-12-05 15:10;2025-12-13 10:06;2025-12-09 16:25;2025-12-09 16:25;Manuel Rodríguez #759;5;Disponible;CLP;90000;90000;90000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;0;0;se realizará un nuevo llamado para la compra;;;False;False;2;1;0
1057922-182-COT25;F5-051-NAM / SET ESTANTE MINI RACK;ADQUISCIÓN DE EQUIPAMIENTO NO MÉDICO PARA HABILITACIÓN DE COSAM RAHUE, COMUNA DE OSORNO  OFERTA 1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imágenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días hábiles el plazo de envió, dado que se tomará como parte de evaluación de adjudicación;6;desierta;Desierta;2;Segundo llamado;2025-12-01 11:00;2025-12-09 08:00;2025-11-28 15:47;2025-12-09 08:00;2025-12-09 15:43;;Av. Manuel Rodriguez #759;5;Estimado;CLP;836000;836000;836000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;1;0;;ninguna oferta cumple con las eett;;False;False;3;1;1
1057922-184-COT25;F5-037-NAM / CAMILLAS EXAMEN Y SET SILLAS DE RUEDAS;SE REQUIERE LA COMPRA DE DE CAMILLAS EXAMEN Y SET SILLAS DE RUEDAS PARA CECOSF EL ENCANTO, SEGUN EE.TT  1) Serán desestimadas las ofertas que no adjunten el Formularios Anexo Proveedor.  2) Adjuntar cotización detallada + imágenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días hábiles el plazo de envió, dado que se tomará como parte de evaluación de adjudicación;6;desierta;Desierta;2;Segundo llamado;2025-12-03 08:00;2025-12-09 08:00;2025-12-01 09:40;2025-12-09 08:00;2025-12-09 15:35;;Av. Amador Barrientos #2360;5;Estimado;CLP;1385000;1385000;1385000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;1;0;;Ninguna oferta cumple con las EETT solicitadas;;False;False;4;2;1
1057922-185-COT25;F5-037-NAM / SOPORTE SUERO;SE REQUIERE LA ADQUISICION DE SOPORTE SUERO PARA CECOSF EL ENCANTO, SEGUN EE.TT ADJUNTAS  1) Serán desestimadas las ofertas que no adjunten el Formulario 1.  2) Adjuntar cotización detallada + imágenes de productos ofertados (archivo proveedor), según especificaciones técnicas adjuntadas  3) Debe indicar en días hábiles el plazo de envió, dado que se tomará como parte de evaluación de adjudicación;6;desierta;Desierta;2;Segundo llamado;2025-12-03 08:00;2025-12-09 08:00;2025-12-01 09:50;2025-12-09 08:00;2025-12-09 15:34;;Av. Amador Barrientos (Base Samu);5;Estimado;CLP;180000;180000;180000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;1;0;;No cumple las EETT;;False;False;3;1;1
1057922-200-COT25;F5-043-AAN/Adquisición telón con trípode para COSAM Rahue;Adquisición equipos TIC para apoyo de procesos administrativos y clínicos del nuevo COSAM Rahue.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-12-06 16:00;2025-12-07 23:29;2025-12-05 08:30;2025-12-06 16:00;2025-12-09 11:23;;Manuel Rodríguez N°759;5;Estimado;CLP;640000;640000;640000;;;53976394;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;4;0;;;;False;False;3;1;4
1057922-191-COT25;F5-043-AAN/Adquisición impresora USB para COSAM Rahue;Adquisición equipos TIC para apoyo de procesos administrativos y clínicos del nuevo COSAM Rahue.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-12-05 15:00;2025-12-06 15:01;2025-12-04 14:58;2025-12-05 15:00;2025-12-09 11:20;;Manuel Rodríguez N°759, Osorno;5;Estimado;CLP;700000;700000;700000;;;53976341;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;10;0;;;;False;False;3;1;10
1180747-70-COT25;F5-042-AAN/ADQUISICION DE EQUIPAMIENTO PARA HABILITACION PSR CHAN CHAN;Adquisición de equipos y equipamiento para habilitación de Posta Salud Rural Chan Chan, con brecha presupuestaria;6;desierta;Desierta;2;Segundo llamado;2025-12-03 15:15;2025-12-05 17:34;2025-12-01 12:55;2025-12-05 17:34;2025-12-09 11:10;;AMADOR BARRIENTOS #2360, Osorno;5;Estimado;CLP;1680000;1680000;1680000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Compras Convenio GORE Region de Los Lagos;10;Región de los Lagos ;1;0;0;;No se presentaron ofertas.;;False;False;7;5;0
1057922-187-COT25;F5-037-VMA / NEGATOSCOPIO;Adquisición de equipos y equipamiento para habilitación de CECOSF El Encanto, comuna de Puyehue.;6;desierta;Desierta;1;Primer llamado;2025-12-04 10:00;2025-12-06 10:16;2025-12-02 09:43;2025-12-04 10:00;2025-12-09 10:36;;Manuel Rodríguez #759;5;Estimado;CLP;300000;300000;300000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;1;0;;oferta no cumple con lo solicitado;;False;False;3;1;1
1057922-180-COT25;F5-050-VMA / MOBILIARIO;ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO NO MÉDICO PARA CESFAM CON SAR CHUYACA;4;proveedor_seleccionado;Proveedor seleccionado;2;Segundo llamado;2025-11-29 15:00;2025-12-04 10:00;2025-11-27 15:20;2025-12-04 10:00;2025-12-09 09:09;;AMADOR BARRIENTOS #2360 (BASE SAMU);5;Disponible;CLP;661000;661000;661000;;;53973762;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;1;0;;;;False;False;5;3;1
1057532-912-COT25;Arriendo de Toldos para la realización de Feria de Salud del SSO;Se requiere arrendar toldos, mesas con manteles, y sillas para realización de feria de Salud a realizarse el día  19 de Diciembre 2025 en el Hospital Base Osorno, ubicado en Guillermo Bühler 1765 Osorno.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-12-02 17:00;2025-12-03 20:45;2025-12-01 13:14;2025-12-02 17:00;2025-12-09 07:46;;AVDA. GUILLERMO BÜHLER 1765 OSORNO;5;Disponible;CLP;3213000;3213000;3213000;;;53973145;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;1;0;;;;False;False;0;3;1
1057922-193-COT25;F5-050-AAN/Adquisición de contenedores para CESFAM+SAR Chuyaca;ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO NO MÉDICO PARA CESFAM CON SAR CHUYACA.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-12-06 16:00;2025-12-08 15:21;2025-12-04 16:38;2025-12-06 16:00;2025-12-09 04:56;;Amador Barrientos N°2360, Osorno;5;Estimado;CLP;6703000;6703000;6703000;;;53981481;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;1;0;;;;False;False;3;8;1
1057922-199-COT25;F5-52-DCR/Adquisición Equipamiento estimulación psicomotriz y de movimiento para COSAM Rahue.;Adquisición Equipamiento estimulación psicomotriz y de movimiento para COSAM Rahue.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-12-06 16:00;2025-12-08 14:14;2025-12-04 17:45;2025-12-06 16:00;2025-12-09 04:55;;Amador Barrientos N°2360;5;Estimado;CLP;3742000;3742000;3742000;;;53981467;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;1;0;;;;False;False;2;1;1
1057922-198-COT25;F5-52-DCR/Adquisición Equipamiento estimulación cognitiva y recreación terapéutica para COSAM Rahue.;Adquisición Equipamiento estimulación cognitiva y recreación terapéutica para COSAM Rahue.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-12-06 16:00;2025-12-08 14:17;2025-12-04 17:42;2025-12-06 16:00;2025-12-09 04:39;;Av. Manuel Rodriguez 759;5;Estimado;CLP;580000;580000;580000;;;53981155;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;1;0;;;;False;False;2;1;1
1057922-197-COT25;F5-52-DCR/Adquisición de Caliper Pliegues Cutáneos para COSAM Rahue.;Adquisición de Caliper Pliegues Cutáneos para COSAM Rahue.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-12-06 16:00;2025-12-08 14:30;2025-12-04 17:29;2025-12-06 16:00;2025-12-09 04:28;;Av. Manuel Rodriguez 759.;5;Estimado;CLP;245000;245000;245000;;;53980923;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;0;5;0;;;;False;False;2;1;5
1180747-68-COT25;F5-048-AAN/ADQUISICIÓN EQUIPOS DE TECNOLOGÍAS DE LA INFORMACIÓN PARA HABILITACIÓN DE CECOSF CHIFIN;Adquisición de equipos de tecnología de la información para apoyar los procesos y operación de sistemas del CECOSF Chifin.;4;proveedor_seleccionado;Proveedor seleccionado;1;Primer llamado;2025-11-28 11:00;2025-11-30 12:15;2025-11-26 09:44;2025-11-28 11:00;2025-12-09 04:13;;Manuel Rodríguez N°759, Osorno, Osorno, Región de los Lagos;5;Estimado;CLP;6770000;6770000;6770000;;;53980581;;SERVICIO DE SALUD OSORNO;61.607.600-0;Compras Convenio GORE Region de Los Lagos;10;Región de los Lagos ;1;10;0;;;;True;False;2;3;10
