CodigoCompraAgil;Nombre;Descripcion;EstadoID;EstadoCodigo;EstadoGlosa;ConvocatoriaEstado;ConvocatoriaDescripcion;FechaCierrePrimerLlamado;FechaCierreSegundoLlamado;FechaPublicacion;FechaCierre;FechaUltimoCambio;FechaCancelacion;DireccionEntrega;PlazoEntregaDias;TipoPresupuesto;Moneda;PresupuestoEstimado;MontoDisponible;MontoDisponibleCLP;ValorCambioMoneda;FechaCambioMoneda;OC_ID;OC_Codigo;OrganismoComprador;RutComprador;UnidadCompra;Region;NombreRegion;MultaSancion;TotalOfertasRecibidas;TotalDemandas;MotivoCancelacion;MotivoDesierta;MotivoSeleccion;RequisitosMedioambientales;RequisitosImpactoSocial;TotalDocumentos;TotalProductosSolicitados;TotalProveedoresCotizando
1057532-318-COT25;Avisos Radiales Promocionales Campaña Invierno 2025;Elaboración y difusión de Avisos Radiales Promocionales Campaña Invierno 2025, según características técnicas adjuntas. Se debe adjuntar obligatoriamente el anexo de características técnicas, firmados por el oferente, la no presentación del anexo o bien no se encuentra firmado, la oferta será declarada INADMISIBLE.;5;cancelada;Cancelada;2;Segundo llamado;2025-05-13 11:00;2025-05-14 13:06;2025-05-12 08:53;2025-05-14 13:06;2025-05-15 15:04;2025-05-15 15:04;Avenida Mackenna 825 Osorno;5;Estimado;CLP;1200000;1200000;1200000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Bienes y Servicios;10;Región de los Lagos ;0;0;0;No se recibieron ofertas, se volverá a publicar;;;;;2;1;0
1180747-30-COT25;F5-018-BMC-ADQUISICION DE SET DE CONTENEDORES DE 220 L PARA HABILITACION DE POSTA DE SALUD RURAL CHAN CHAN, RIO NEGRO.;Adquisición de Set de contenedores de 220 L para habilitación de Posta de Salud Rural Chan Chan, Río Negro.;5;cancelada;Cancelada;1;Primer llamado;2025-05-14 08:00;2025-05-16 00:55;2025-05-12 15:05;2025-05-14 08:00;2025-05-15 14:48;2025-05-15 14:48;Amador Barrientos #2360 (Base Samu);5;Estimado;CLP;183000;183000;183000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Compras Convenio GORE Region de Los Lagos;10;Región de los Lagos ;1;5;0;Error en EETT se volverá a publicar.;;;;;5;1;5
1057922-31-COT25;F5-004-IVO/Adq. de Equipamiento Habilitación de Pabellón Gineco-obstétrico Mitigación del HBSJO/Carro de Anestesia y Mesa Mayo;Adquisición de equipos y equipamiento para habilitación de Pabellón Gineco-obstétrico correspondiente a Mitigación del Hospital Base San José de Osorno;5;cancelada;Cancelada;2;Segundo llamado;2025-05-08 09:00;2025-05-12 14:00;2025-05-06 08:09;2025-05-12 14:00;2025-05-15 14:30;2025-05-15 14:30;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;500000;500000;500000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;0;0;No se presentaron ofertas.;;;;;3;2;0
1057922-33-COT25;F5-004-IVO/Adq. de Equipamiento Habilitación de Pabellón Gineco-obstétrico Mitigación del HBSJO/Set Mesa Arsenalera;Adquisición de equipos y equipamiento para habilitación de Pabellón Gineco-obstétrico correspondiente a Mitigación del Hospital Base San José de Osorno;5;cancelada;Cancelada;2;Segundo llamado;2025-05-08 09:00;2025-05-12 14:00;2025-05-06 08:13;2025-05-12 14:00;2025-05-15 14:30;2025-05-15 14:30;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;900000;900000;900000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;0;0;No se presentaron ofertas.;;;;;2;1;0
1057922-35-COT25;F5-004-IVO/Adq. de Equipamiento Habilitación de Pabellón Gineco-obstétrico Mitigación del HBSJO/Soporte Universal;Adquisición de equipos y equipamiento para habilitación de Pabellón Gineco-obstétrico correspondiente a Mitigación del Hospital Base San José de Osorno;5;cancelada;Cancelada;2;Segundo llamado;2025-05-08 09:00;2025-05-12 14:00;2025-05-06 08:17;2025-05-12 14:00;2025-05-15 14:29;2025-05-15 14:29;a definir;5;Estimado;CLP;450000;450000;450000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;0;0;No se presentaron ofertas.;;;;;2;1;0
1057922-36-COT25;F5-004-IVO/Adq. de Equipamiento Habilitación de Pabellón Gineco-obstétrico Mitigación del HBSJO/Silla Taburete;Adquisición de equipos y equipamiento para habilitación de Pabellón Gineco-obstétrico correspondiente a Mitigación del Hospital Base San José de Osorno;5;cancelada;Cancelada;2;Segundo llamado;2025-05-08 09:00;2025-05-12 14:00;2025-05-06 08:19;2025-05-12 14:00;2025-05-15 14:29;2025-05-15 14:29;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;1500000;1500000;1500000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;2;0;Ningún proveedor cumple con los requerimientos técnicos solicitados;;;;;2;1;2
1057922-30-COT25;F5-004-IVO/Adq. de Equipos Habilitación de Pabellón Gineco-obstétrico Mitigación del HBSJO / Calentador de Pacientes;Adquisición de equipos y equipamiento para habilitación de Pabellón Gineco-obstétrico correspondiente a Mitigación del Hospital Base San José de Osorno;4;proveedor_seleccionado;Proveedor seleccionado;2;Segundo llamado;2025-05-08 09:00;2025-05-12 14:00;2025-05-06 08:06;2025-05-12 14:00;2025-05-15 12:55;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;1800000;1800000;1800000;;;52712062;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;2;0;;;;;;2;1;2
1057922-34-COT25;F5-004-IVO/Adq. de Equipamiento Habilitación de Pabellón Gineco-obstétrico Mitigación del HBSJO/Mesa Pabellonera;Adquisición de equipos y equipamiento para habilitación de Pabellón Gineco-obstétrico correspondiente a Mitigación del Hospital Base San José de Osorno;4;proveedor_seleccionado;Proveedor seleccionado;2;Segundo llamado;2025-05-08 09:00;2025-05-12 14:00;2025-05-06 08:15;2025-05-12 14:00;2025-05-15 12:55;;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;500000;500000;500000;;;52712056;;SERVICIO DE SALUD OSORNO;61.607.600-0;Activos Fijos;10;Región de los Lagos ;1;1;0;;;;;;2;1;1
1180747-4-COT25;F5-002-BMC-ADQUISICION EQUIPOS & EQUIPAMIENTO PARA HABILITACION PSR COSTA RIO BLANCO- RIO NEGRO;ADQUISICION EQUIPOS & EQUIPAMIENTO PARA HABILITACION PSR COSTA RIO BLANCO- RIO NEGRO;4;proveedor_seleccionado;Proveedor seleccionado;2;Segundo llamado;2025-05-09 12:30;2025-05-14 13:26;2025-05-07 11:23;2025-05-14 13:26;2025-05-15 12:54;;Manuel Rodriguez # 759;5;Estimado;CLP;2199000;2199000;2199000;;;52712046;;SERVICIO DE SALUD OSORNO;61.607.600-0;Compras Convenio GORE Region de Los Lagos;10;Región de los Lagos ;1;6;0;;;;;;4;2;6
1180747-3-COT25;F5-002-BMC-ADQUISICIÓN DE EQUIPOS Y EQUIPAMIENTO PARA HABILITACIÓN DE POSTA DE SALUD RURAL COSTA RIO BLANCO.;Adquisición de equipos y equipamiento para habilitación de Posta de Salud Costa Rio Blanco, Río Negro;5;cancelada;Cancelada;2;Segundo llamado;2025-05-09 12:30;2025-05-14 13:34;2025-05-07 11:13;2025-05-14 13:34;2025-05-15 12:52;2025-05-15 12:52;Amador Barrientos # 2360 (Base Samu);5;Estimado;CLP;570000;570000;570000;;;;;SERVICIO DE SALUD OSORNO;61.607.600-0;Compras Convenio GORE Region de Los Lagos;10;Región de los Lagos ;1;4;0;REFERENTE INDICA QUE NINGUN PROVEEDOR CUMPLE CON LOS REQUERIMIENTOS TECNICOS SOLICITADOS.;;;;;6;4;4
