CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057922-14-LP26;1;42192401;42192400;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Transporte de equipo médico y traslado de productos;Carros de resucitación de emergencia;CARRO DE PARO COMPLETO;Unidad;1.0;;;0.0;0.0
1057922-14-LP26;2;42182602;42182600;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Lámparas para examen médico;Lámparas o luces instaladas de examen médico;LÁMPARA AUTOENERGIZADA;Unidad;1.0;;;0.0;0.0
1057922-14-LP26;3;42142405;42142400;Equipamiento y suministros médicos / Suministros y productos clínicos / Productos médicos para vacío y succión;Estuches para sets de instrumental médico o sus accesorios;CAJA VASCULAR ABDOMINAL;Unidad;2.0;;;0.0;0.0
1057922-14-LP26;4;42142405;42142400;Equipamiento y suministros médicos / Suministros y productos clínicos / Productos médicos para vacío y succión;Estuches para sets de instrumental médico o sus accesorios;CAJA VASCULAR PERIFÉRICA;Unidad;3.0;;;0.0;0.0
1057922-14-LP26;5;42294710;42294700;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo de perfusión de corazón abierto, monitores, accesorios y productos relacionados;Equipos y accesorios de calentador o enfriador de perfusión o calentador y enfriador dual;CALENTADOR DE SUEROS;Unidad;2.0;;;0.0;0.0
1057922-14-LP26;6;42295104;42295100;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;Equipo electro quirúrgico o electro cauterio o accesorios o productos relacionados;ELECTROBISTURÍ;Unidad;1.0;;;0.0;0.0
1057922-14-LP26;7;42181701;42181700;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;Unidades de electrocardiografía (ECG);ELECTROCARDIÓGRAFO;Unidad;1.0;;;0.0;0.0
1057922-14-LP26;8;42272501;42272500;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Aparatos, accesorios y suministros de anestesia;Aparatos de anestesia con gas;MÁQUINA DE ANESTESIA;Unidad;1.0;;;0.0;0.0
1180747-5-LE26;1;30201903;30201900;Artículos para estructuras, obras y construcciones / Estructuras prefabricadas / Construcciones médicas prefabricadas;Unidades dentales;Unidad Dental;Unidad;1.0;;;0.0;0.0
1180747-5-LE26;2;30201903;30201900;Artículos para estructuras, obras y construcciones / Estructuras prefabricadas / Construcciones médicas prefabricadas;Unidades dentales;RX Dental Digital;Unidad;1.0;;;0.0;0.0
1180747-5-LE26;3;39101602;39101600;Artículos eléctricos y de iluminación / Artículos de iluminación / Ampolletas, focos y lámparas;ampolletas médicas;Lampara de Examen;Unidad;2.0;;;0.0;0.0
1180747-5-LE26;4;42181706;42181700;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;Pantallas de monitorización de electrocardiografía (ECG);Monitor de Presión Arterial;Unidad;3.0;;;0.0;0.0
1180747-5-LE26;5;42181706;42181700;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;Pantallas de monitorización de electrocardiografía (ECG);Monitor Desfibrilador;Unidad;1.0;;;0.0;0.0
1180747-5-LE26;6;24131501;24131500;Equipamiento para manejo y estiba de materiales / Refrigeración industrial / Refrigeradores industriales;Refrigerador y congelador combinado;Refrigerador Clínico;Unidad;1.0;;;0.0;0.0
1180747-5-LE26;7;42182014;42182000;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Espéculos y accesorios para auscultación médica;Accesorios de otoscopia u oftalmoscopia;Set de oto-oftalmoscopio mural;Kit;2.0;;;0.0;0.0
1180747-5-LE26;8;85121808;85121800;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Laboratorios clínicos;Laboratorios de rayos X;Protector rayos x delantal + tiroideo;Kit;1.0;;;0.0;0.0
1180747-5-LE26;9;42191710;42191700;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Gas de uso hospitalario;Carros o estantes para bombonas de gases médicos o accesorios;Carro de Paro;Unidad;1.0;;;0.0;0.0
1180747-5-LE26;10;31161816;31161800;Artículos de fabricación y producción / Artículos de ferretería / Golillas;Espaciadores y separadores;Biombo Plomado;Unidad;1.0;;;0.0;0.0
1180747-5-LE26;11;42192207;42192200;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;Camillas de paciente o accesorios de camilla;Camilla examen;Unidad;2.0;;;0.0;0.0
1180747-5-LE26;12;42192207;42192200;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;Camillas de paciente o accesorios de camilla;Camilla Examen (Sala Procedimiento);Unidad;1.0;;;0.0;0.0
1180747-5-LE26;13;42192207;42192200;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Artículos para transporte de paciente;Camillas de paciente o accesorios de camilla;Camilla Ginecológica;Unidad;1.0;;;0.0;0.0
