CodigoLicitacion;Correlativo;CodigoProducto;CodigoCategoria;Categoria;NombreProducto;DescripcionItem;UnidadMedida;Cantidad;RutGanador;NombreGanador;MontoUnitarioGanador;CantidadAdjudicada
1057532-44-L120;1;86101601;86101600;Educación, formación, entrenamiento y capacitación / Formación profesional / Servicios de formación profesional científica;Formación profesional en informática;Servicios Profesionales Técnicos Informáticos;Unidad;1.0;;;0.0;0.0
1057532-48-L120;1;51101511;51101500;Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antibióticos;Amoxicilina;AMOXICILINA / AC. CLAVULANICO 875/125 MG CP;Comprimido;2500.0;;;0.0;0.0
1057532-48-L120;2;73101701;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de medicamentos o medicinas;BERODUAL (FENOTEROL/IPRATROPIO) P/NEBULIZAR FC;Frasco;30.0;;;0.0;0.0
1057532-48-L120;3;51161705;51161700;Medicamentos y productos farmacéuticos / Medicamentos para el tracto respiratorio / Medicamentos para alteraciones del tracto respiratorio;Bromuro de ipratropio;BROMURO DE IPATROPIO P/NEBULIZAR FC;Frasco;10.0;;;0.0;0.0
1057532-48-L120;4;51161703;51161700;Medicamentos y productos farmacéuticos / Medicamentos para el tracto respiratorio / Medicamentos para alteraciones del tracto respiratorio;Budesonida;BUDESONIDA INHALADOR 200MCG;Unidad;450.0;;;0.0;0.0
1057532-48-L120;5;51101551;51101500;Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antibióticos;Ceftriaxona;CEFTRIAXONA 1GR FA;Frasco Ampolla;450.0;;;0.0;0.0
1057532-48-L120;6;51101542;51101500;Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antibióticos;Ciprofloxacina;CIPROFLOXACINO 500 MG CM;Comprimido;3000.0;;;0.0;0.0
1057532-48-L120;7;51101522;51101500;Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antibióticos;Claritromicina;CLARITROMICINA 500 MG CM;Comprimido;1300.0;;;0.0;0.0
1057532-48-L120;8;51161630;51161600;Medicamentos y productos farmacéuticos / Medicamentos para el tracto respiratorio / Antihistamínicos o bloqueadores H2;Maleato de clorfeniramina;CLORFENAMINA 4 MG CM;Comprimido;4000.0;;;0.0;0.0
1057532-48-L120;9;73101702;73101700;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;Servicios de producción de vacunas, sueros o antibióticos;CLORURO DE SODIO 0.9% 10 ML AM;Ampolla;450.0;;;0.0;0.0
